Unnamed: 0;Title;MAL Id;Type;Number of Episodes;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score;Demographic;Year;Duration;Action;Adventure;Comedy;Drama;Fantasy;Mystery;Sci-Fi;Suspense;Romance;Slice of Life;Supernatural;Sports;Ecchi;Horror;Avant Garde;Boys Love;Gourmet;Girls Love; R - 17+ (violence & profanity)  ; PG-13 - Teens 13 or older  ; R+ - Mild Nudity  ; PG - Children  ; G - All Ages  ;TV;Movie;OVA;ONA;Special;Shounen;Shoujo;Seinen;Josei;Kids
1882;Goblin Slayer;37349;TV;12;23 min. per ep.;White Fox;Light;Action,Adventure,Fantasy;N\A; R - 17+ (violence & profanity)  ;128;7.42;N\A;2018;23;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1884;Higurashi no Naku Koro ni Rei;3652;OVA;5;30 min. per ep.;Studio Deen;Visual;Comedy,Mystery,Supernatural,Suspense;N\A; PG-13 - Teens 13 or older  ;1042;7.42;N\A;2009;30;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1885;Love Stage!!: Chotto ja Nakutte;23441;OVA;1;23 min.;J.C.Staff;Manga;Boys Love,Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;2378;7.42;N\A;2014;23;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1886;Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba;4188;OVA;3;30 min. per ep.;Shaft;Manga;Adventure,Comedy,Romance,Supernatural,Ecchi;Harem,Vampire; PG-13 - Teens 13 or older  ;3426;7.42;Shounen;2008;30;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1887;Mahou Shoujo Lyrical Nanoha;76;TV;13;25 min. per ep.;Seven Arcs;Original;Action,Comedy,Drama;N\A; PG-13 - Teens 13 or older  ;1740;7.42;N\A;2004;25;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1888;Major 2nd (TV);36565;TV;25;24 min. per ep.;OLM;Manga;Comedy,Drama,Sports;N\A; PG-13 - Teens 13 or older  ;3410;7.42;Shounen;2018;24;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1889;Mardock Scramble: The Third Exhaust;12053;Movie;1;1 hr. 8 min.;GoHands;Novel;Action,Sci-Fi;N\A; R+ - Mild Nudity  ;3226;7.42;N\A;2012;68;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1890;Medaka Box: Abnormal;14527;TV;12;24 min. per ep.;Gainax,Asahi Production;Manga;Action,Comedy,Ecchi;Martial Arts,School,Super Power; PG-13 - Teens 13 or older  ;1371;7.42;Shounen;2012;24;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1892;Aldnoah.Zero;22729;TV;12;23 min. per ep.;A-1 Pictures,TROYCA;Original;Action,Sci-Fi;Mecha,Military; R - 17+ (violence & profanity)  ;360;7.41;N\A;2014;23;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1893;Amagami SS+ Plus;11235;TV;13;24 min. per ep.;AIC;Visual;Comedy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1221;7.41;N\A;2012;24;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1894;Ayakashi: Japanese Classic Horror;586;TV;11;23 min. per ep.;Toei Animation;Other;Fantasy,Horror,Mystery;N\A; R - 17+ (violence & profanity)  ;2213;7.41;N\A;2006;23;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1895;Chobits;59;TV;26;24 min. per ep.;Madhouse;Manga;Comedy,Drama,Romance,Sci-Fi,Ecchi;N\A; PG-13 - Teens 13 or older  ;391;7.41;Seinen;2002;24;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1896;City Hunter: The Secret Service;1477;Special;1;1 hr. 30 min.;Sunrise;Manga;Action,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;6238;7.41;Shounen;1996;90;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1897;Dakaretai Otoko 1-i ni Odosarete Imasu.;37597;TV;13;23 min. per ep.;CloverWorks;Manga;Boys Love,Comedy,Drama,Romance;N\A; PG-13 - Teens 13 or older  ;1403;7.41;N\A;2018;23;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1898;Deca-Dence;40056;TV;12;23 min. per ep.;Nut;Original;Action,Adventure,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;741;7.41;N\A;2020;23;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1901;Dragon Ball Super;30694;TV;131;23 min. per ep.;Toei Animation;Manga;Action,Adventure,Comedy,Fantasy;Martial Arts,Super Power; PG-13 - Teens 13 or older  ;217;7.41;Shounen;2015;23;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1902;Freedom;1747;OVA;7;27 min. per ep.;Sunrise;Original;Action,Adventure,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;3926;7.41;N\A;2006;27;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1903;Gokusen;242;TV;13;23 min. per ep.;Madhouse;Manga;Comedy,Drama,Slice of Life;N\A; R - 17+ (violence & profanity)  ;2919;7.41;Josei;2004;23;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1904;Hakkenden: Touhou Hakken Ibun;15613;TV;13;24 min. per ep.;Studio Deen;Manga;Action,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;1605;7.41;Shoujo;2013;24;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1905;Houkago Teibou Nisshi;39730;TV;12;23 min. per ep.;Doga Kobo;Manga;Comedy,Slice of Life,Sports;N\A; PG-13 - Teens 13 or older  ;2596;7.41;Seinen;2020;23;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1906;Initial D Extra Stage 2;5228;OVA;1;54 min.;A.C.G.T.;Manga;Action,Drama,Sports;N\A; PG-13 - Teens 13 or older  ;3206;7.41;Seinen;2008;54;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1907;Inu x Boku SS;11013;TV;12;24 min. per ep.;David Production;Manga;Comedy,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;372;7.41;Shounen;2012;24;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1908;Isekai Izakaya: Koto Aitheria no Izakaya Nobu;34420;ONA;24;14 min. per ep.;Sunrise;Light;Fantasy,Gourmet;N\A; PG-13 - Teens 13 or older  ;3300;7.41;N\A;2018;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1909;Isekai Quartet;38472;TV;12;12 min. per ep.;Studio PuYUKAI;Original;Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;534;7.41;N\A;2019;12;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1910;Jashin-chan Dropkick';39049;ONA;11;23 min. per ep.;Nomad;Web;Comedy,Supernatural;N\A; PG-13 - Teens 13 or older  ;3369;7.41;N\A;2020;23;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1912;Kimagure Orange☆Road OVA;2458;OVA;8;30 min. per ep.;Studio Pierrot;Manga;Comedy,Drama,Romance;N\A; R - 17+ (violence & profanity)  ;6347;7.41;N\A;1989;30;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1914;Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future;1241;OVA;1;47 min.;Sunrise;Original;Drama,Sci-Fi;Mecha,Military,Space; R - 17+ (violence & profanity)  ;3945;7.41;N\A;2005;47;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1916;New Game!: Watashi, Shain Ryokou tte Hajimete nano de...;34277;OVA;1;22 min.;Doga Kobo;4-koma;Comedy,Slice of Life,Ecchi;N\A; PG-13 - Teens 13 or older  ;2158;7.41;N\A;2017;22;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1917;Oda Nobuna no Yabou;11933;TV;12;24 min. per ep.;Madhouse,Studio Gokumi;Light;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;698;7.41;N\A;2012;24;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1919;Piano no Mori (TV) 2nd Season;37975;TV;12;25 min. per ep.;Gaina;Manga;Comedy,Drama;Music,School; PG-13 - Teens 13 or older  ;2833;7.41;Seinen;2019;25;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1920;Pokemon XY: Mega Evolution;23301;Special;4;24 min. per ep.;OLM;Game;Action,Adventure,Comedy,Fantasy;N\A; PG - Children  ;3553;7.41;Kids;2014;24;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1922;Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari;2098;Movie;1;1 hr. 35 min.;Studio Pierrot;Manga;Comedy,Drama,Fantasy,Romance,Slice of Life,Ecchi;N\A; R - 17+ (violence & profanity)  ;6053;7.41;Shounen;1996;95;0;0;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1924;"Steins;Gate: Soumei Eichi no Cognitive Computing";27957;ONA;4;3 min. per ep.;White Fox;Visual;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1722;7.41;N\A;2014;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1925;Taiho Shichau zo: Second Season;2014;TV;26;24 min. per ep.;Studio Deen;Manga;Action,Comedy;N\A; PG-13 - Teens 13 or older  ;5556;7.41;Shounen;2001;24;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1926;X;156;TV;24;24 min. per ep.;Madhouse;Manga;Action,Drama,Fantasy,Romance;N\A; R+ - Mild Nudity  ;2021;7.41;Shoujo;2001;24;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1927;Yoake Tsugeru Lu no Uta;34792;Movie;1;1 hr. 51 min.;Science SARU;Original;Adventure,Fantasy,Supernatural;N\A; G - All Ages  ;2749;7.41;N\A;2017;111;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1928;Yowamushi Pedal: Re:ROAD;30790;Movie;1;1 hr. 29 min.;TMS Entertainment;Manga;Drama,Sports;N\A; PG-13 - Teens 13 or older  ;5579;7.41;Shounen;2015;89;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1929;Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka;36951;Special;2;15 min. per ep.;Studio Pierrot;Manga;Action,Adventure,Comedy,Supernatural;Demons,Martial Arts; PG-13 - Teens 13 or older  ;4299;7.41;Shounen;2018;15;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1930;Mikakunin de Shinkoukei;20541;TV;12;23 min. per ep.;Doga Kobo;4-koma;Comedy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;500;7.4;N\A;2014;23;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1931;Minami-ke Omatase;14575;OVA;1;25 min.;feel.;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;3813;7.4;N\A;2012;25;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1932;Nanatsu no Umi no Tico;3199;TV;39;23 min. per ep.;Nippon Animation;Original;Adventure,Slice of Life;N\A; G - All Ages  ;7111;7.4;N\A;1994;23;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1933;Nichijou: Nichijou no 0-wa;8857;OVA;1;22 min.;Kyoto Animation;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2006;7.4;Shounen;2011;22;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1934;Noblesse: Awakening;32668;ONA;1;31 min.;Production I.G;Web;Action,Supernatural;School,Vampire; R - 17+ (violence & profanity)  ;1600;7.4;N\A;2016;31;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1935;Prison School: Mad Wax;32485;OVA;1;25 min.;J.C.Staff;Manga;Comedy,Romance,Ecchi;N\A; R+ - Mild Nudity  ;1357;7.4;Seinen;2016;25;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1936;Psycho-Pass 2;23281;TV;11;23 min. per ep.;Tatsunoko Production;Original;Action,Sci-Fi,Suspense;Police,Psychological; R - 17+ (violence & profanity)  ;275;7.4;N\A;2014;23;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1937;RahXephon;165;TV;26;23 min. per ep.;Bones;Original;Action,Drama,Mystery,Romance,Sci-Fi;Mecha,Music,Psychological; PG-13 - Teens 13 or older  ;1566;7.4;N\A;2002;23;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1938;Saiyuuki Reload Gunlock;131;TV;26;24 min. per ep.;Studio Pierrot;Manga;Action,Adventure,Comedy,Drama,Supernatural;N\A; PG-13 - Teens 13 or older  ;3987;7.4;Josei;2004;24;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1939;Senryuu Shoujo;38787;TV;12;12 min. per ep.;Connect;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1159;7.4;Shounen;2019;12;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1941;Slayers Evolution-R;5233;TV;13;24 min. per ep.;J.C.Staff;Light;Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;3378;7.4;N\A;2009;24;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1942;Sunabouzu;25;TV;24;24 min. per ep.;Gonzo;Manga;Action,Adventure,Comedy,Sci-Fi,Ecchi;N\A; R - 17+ (violence & profanity)  ;1424;7.4;Shounen;2004;24;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1943;Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode;11793;Special;1;24 min.;TYO Animations;Original;Comedy,Drama,Slice of Life;N\A; G - All Ages  ;5836;7.4;N\A;2012;24;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1945;Vandread: The Second Stage;181;TV;13;22 min. per ep.;Gonzo;Original;Action,Sci-Fi,Ecchi;Mecha,Space; PG-13 - Teens 13 or older  ;2565;7.4;Shounen;2001;22;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1946;Wu Dong Qian Kun;39024;ONA;12;25 min. per ep.;Motion Magic;Novel;Action,Adventure,Fantasy;Historical,Martial Arts; PG-13 - Teens 13 or older  ;7080;7.4;N\A;2019;25;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1948;Ai no Wakakusa Monogatari;2548;TV;48;24 min. per ep.;Nippon Animation;Novel;Drama,Slice of Life;N\A; G - All Ages  ;6089;7.4;N\A;1987;24;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1949;Akazukin Chacha;103;TV;74;24 min. per ep.;Gallop;Manga;Adventure,Comedy,Fantasy,Romance;N\A; G - All Ages  ;4824;7.4;Shoujo;1994;24;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1950;Aoki Densetsu Shoot!;1327;TV;58;25 min. per ep.;Toei Animation;Manga;Action,Comedy,Drama,Romance,Sports;N\A; PG-13 - Teens 13 or older  ;4908;7.4;Shounen;1993;25;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1951;Aura: Maryuuin Kouga Saigo no Tatakai;14669;Movie;1;1 hr. 23 min.;AIC ASTA;Light;Drama,Romance,Supernatural;N\A; R+ - Mild Nudity  ;1922;7.4;N\A;2013;83;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1952;Captain Tsubasa (2018);36934;TV;52;22 min. per ep.;David Production;Manga;Action,Sports;N\A; G - All Ages  ;2249;7.4;Shounen;2018;22;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1955;Full Metal Panic! The Second Raid Episode 00;6291;Special;1;5 min.;Kyoto Animation;Light;Action,Adventure;Mecha,Military; PG-13 - Teens 13 or older  ;3044;7.4;N\A;2005;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1956;Gangsta.;25183;TV;12;23 min. per ep.;Manglobe;Manga;Action,Drama;N\A; R - 17+ (violence & profanity)  ;341;7.4;Seinen;2015;23;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1957;Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2;49930;TV;13;24 min. per ep.;J.C.Staff;Light;Action,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;1478;7.4;N\A;2022;24;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1958;Gunslinger Girl;134;TV;13;24 min. per ep.;Madhouse;Manga;Action,Drama,Sci-Fi;Military,Psychological; R - 17+ (violence & profanity)  ;1055;7.4;N\A;2003;24;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1959;Hitori no Shita: The Outcast 2nd Season;35333;ONA;24;24 min. per ep.;Haoliners Animation League;Web;Action,Supernatural;N\A; R - 17+ (violence & profanity)  ;2297;7.4;N\A;2017;24;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1961;Huyao Xiao Hongniang: Qian Yan;36545;ONA;15;15 min. per ep.;Haoliners Animation League;Manga;Comedy,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;6430;7.4;N\A;2017;15;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1963;Jiang Ziya;42106;Movie;1;1 hr. 50 min.;Beijing Enlight Pictures;Novel;Action,Adventure,Fantasy;N\A; PG - Children  ;6954;7.4;N\A;2020;110;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1964;Joshiraku OVA;15591;OVA;1;23 min.;J.C.Staff;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;4111;7.4;Shounen;2013;23;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1965;Kiznaiver;31798;TV;12;24 min. per ep.;Trigger;Original;Drama,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;234;7.4;N\A;2016;24;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1966;Majimoji Rurumo: Kanketsu-hen;38357;OVA;2;25 min. per ep.;J.C.Staff;Manga;Fantasy,Romance,Ecchi;N\A; PG-13 - Teens 13 or older  ;5983;7.4;Shounen;2019;25;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1968;Araburu Kisetsu no Otome-domo yo.;38753;TV;12;24 min. per ep.;Lay-duce;Manga;Comedy,Drama,Romance;N\A; PG-13 - Teens 13 or older  ;678;7.39;Shounen;2019;24;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1970;BNA;40060;TV;12;22 min. per ep.;Trigger;Original;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;633;7.39;N\A;2020;22;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1972;City Hunter: Ai to Shukumei no Magnum;1474;Movie;1;1 hr. 27 min.;Sunrise,Production Reed;Manga;Action,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;6210;7.39;Shounen;1989;87;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1973;Comic Girls;35756;TV;12;23 min. per ep.;Nexus;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1380;7.39;N\A;2018;23;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;Cross Ange: Tenshi to Ryuu no Rondo;25731;TV;25;23 min. per ep.;Sunrise;Original;Action,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;1045;7.39;N\A;2014;23;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1975;Detective Conan OVA 11: A Secret Order from London;10703;OVA;1;25 min.;TMS Entertainment;Manga;Adventure,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;5096;7.39;Shounen;2011;25;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1977;Dragon Ball Z Movie 14: Kami to Kami;14837;Movie;1;1 hr. 25 min.;Toei Animation;Manga;Action,Adventure,Fantasy;Martial Arts,Super Power; PG-13 - Teens 13 or older  ;1001;7.39;Shounen;2013;85;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1978;Fanren Xiu Xian Chuan: Fanren Feng Qi Tian Nan Er;42965;ONA;9;20 min. per ep.;Original Force,Wan Wei Mao Donghua;Novel;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;11464;7.39;N\A;2020;20;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1979;Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan;45558;ONA;4;18 min. per ep.;Original Force,Wan Wei Mao Donghua;Novel;Action,Adventure,Fantasy;Historical,Martial Arts; PG-13 - Teens 13 or older  ;11150;7.39;N\A;2021;18;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1980;Future GPX Cyber Formula Zero;1393;OVA;8;30 min. per ep.;Sunrise;Original;Drama,Sci-Fi,Sports;N\A; PG-13 - Teens 13 or older  ;9230;7.39;Shounen;1994;30;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1981;Hakata Tonkotsu Ramens;35889;TV;12;23 min. per ep.;Satelight;Novel;Action,Mystery;N\A; R - 17+ (violence & profanity)  ;1314;7.39;N\A;2018;23;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1982;K: Seven Stories Movie 1 - R:B - Blaze;33248;Movie;1;55 min.;GoHands;Original;Action,Drama,Supernatural;N\A; PG-13 - Teens 13 or older  ;2298;7.39;N\A;2018;55;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1983;Karas;389;OVA;6;30 min. per ep.;Tatsunoko Production;Original;Action,Fantasy,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;2303;7.39;N\A;2005;30;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1984;Kore wa Zombie Desu ka? OVA;10209;OVA;2;24 min. per ep.;Studio Deen;Light;Action,Comedy,Supernatural,Ecchi;N\A; PG-13 - Teens 13 or older  ;1408;7.39;N\A;2011;24;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
