Unnamed: 0;Title;MAL Id;Type;Number of Episodes;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score;Demographic;Year;Duration;Action;Adventure;Comedy;Drama;Fantasy;Mystery;Sci-Fi;Suspense;Romance;Slice of Life;Supernatural;Sports;Ecchi;Horror;Avant Garde;Boys Love;Gourmet;Girls Love; R - 17+ (violence & profanity)  ; PG-13 - Teens 13 or older  ; R+ - Mild Nudity  ; PG - Children  ; G - All Ages  ;TV;Movie;OVA;ONA;Special;Shounen;Shoujo;Seinen;Josei;Kids
3074;Double Decker! Doug & Kirill: Extra;38895;Special;3;24 min. per ep.;Sunrise;Original;Action,Comedy,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;6588;7.15;N\A;2019;24;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3075;Dr. Stone: Stone Wars - Kaisen Zenya Special Eizou;43555;Special;1;22 min.;TMS Entertainment;Manga;Adventure,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;2842;7.15;Shounen;2020;22;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3076;Druaga no Tou: The Aegis of Uruk;3230;TV;12;25 min. per ep.;Gonzo;Game;Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;1540;7.15;N\A;2008;25;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3077;Fairy Tail x Rave;18393;OVA;1;25 min.;Satelight,A-1 Pictures;Manga;Action,Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;1484;7.15;Shounen;2013;25;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3078;Fushigi Yuugi OVA;380;OVA;3;28 min. per ep.;Studio Pierrot;Manga;Adventure,Comedy,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;3982;7.15;Shoujo;1996;28;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3079;Garo: Vanishing Line;36144;TV;24;24 min. per ep.;MAPPA;Original;Action,Fantasy,Supernatural;N\A; R - 17+ (violence & profanity)  ;2168;7.15;N\A;2017;24;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3080;Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi;33025;Movie;1;1 hr. 17 min.;Orange,Seven Arcs Pictures;Manga;Action,Sci-Fi;Mecha,School,Space; PG-13 - Teens 13 or older  ;6649;7.15;Seinen;2016;77;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3082;HeatGuy J;958;TV;25;24 min. per ep.;Satelight;Original;Action,Adventure,Sci-Fi;Mecha,Police; PG-13 - Teens 13 or older  ;4423;7.15;N\A;2002;24;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3083;Hellsing: The Dawn;11077;Special;3;10 min. per ep.;Graphinica;Manga;Action,Horror,Supernatural;N\A; R - 17+ (violence & profanity)  ;1881;7.15;Seinen;2011;10;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3086;Kaitou Joker 3rd Season;31670;TV;13;24 min. per ep.;Shin-Ei Animation;Manga;Adventure,Comedy,Mystery;N\A; PG - Children  ;7476;7.15;Kids;2016;24;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3087;Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai;4246;Movie;1;1 hr. 55 min.;Bones,Kinema Citrus;Original;Adventure,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;2762;7.15;N\A;2009;115;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3089;Kyousou Giga (2012);15359;ONA;5;10 min. per ep.;Toei Animation;Original;Action,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;3640;7.15;N\A;2012;10;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3090;Kyuuketsuhime Miyu (TV);690;TV;26;25 min. per ep.;AIC;Manga;Action,Drama,Horror;Demons,Vampire; R - 17+ (violence & profanity)  ;3110;7.15;Shoujo;1997;25;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3093;"Myself; Yourself";2926;TV;13;25 min. per ep.;Doga Kobo;Visual;Drama,Romance;N\A; PG-13 - Teens 13 or older  ;1050;7.15;N\A;2007;25;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3094;Naruto SD: Rock Lee no Seishun Full-Power Ninden;12979;TV;51;24 min. per ep.;Studio Pierrot;Manga;Action,Comedy;N\A; PG-13 - Teens 13 or older  ;1907;7.15;N\A;2012;24;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3096;Nyan Koi!;6512;TV;12;24 min. per ep.;AIC;Manga;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;772;7.15;N\A;2009;24;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3097;One Piece Recap;8171;OVA;1;29 min.;Toei Animation;Manga;Action,Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;4187;7.15;Shounen;2010;29;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3098;One Piece: Episode of Sorajima;37902;Special;1;1 hr. 45 min.;Toei Animation;Manga;Action,Adventure,Comedy,Drama,Fantasy;N\A; PG-13 - Teens 13 or older  ;3784;7.15;Shounen;2018;105;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3099;One Piece: Jango no Dance Carnival;2385;Movie;1;6 min.;Toei Animation;Manga;Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;3124;7.15;Shounen;2001;6;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3100;Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios;1120;Movie;1;1 hr. 14 min.;OLM;Game;Adventure,Comedy,Drama,Fantasy;N\A; PG - Children  ;1607;7.15;Kids;2002;74;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3103;Rokujouma no Shinryakusha!? (TV);22865;TV;12;23 min. per ep.;SILVER LINK.;Light;Comedy,Supernatural;Harem,School; PG-13 - Teens 13 or older  ;1127;7.15;N\A;2014;23;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3105;Ryuugajou Nanana no Maizoukin (TV);21561;TV;11;23 min. per ep.;A-1 Pictures;Light;Adventure,Comedy,Mystery,Supernatural;N\A; PG-13 - Teens 13 or older  ;854;7.15;N\A;2014;23;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3106;Saishuu Heiki Kanojo;529;TV;13;24 min. per ep.;Gonzo;Manga;Drama,Romance,Sci-Fi;Military,School; R - 17+ (violence & profanity)  ;1811;7.15;N\A;2002;24;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3108;Tamayura;9055;OVA;4;18 min. per ep.;Hal Film Maker;Original;Comedy,Drama,Slice of Life;N\A; G - All Ages  ;2911;7.15;N\A;2010;18;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3110;The iDOLM@STER Cinderella Girls;23587;TV;13;24 min. per ep.;A-1 Pictures;Game;Comedy,Drama;N\A; PG-13 - Teens 13 or older  ;2131;7.15;N\A;2015;24;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3112;Ushio to Tora;842;OVA;10;30 min. per ep.;Pastel;Manga;Action,Comedy,Horror;N\A; PG-13 - Teens 13 or older  ;4960;7.15;N\A;1992;30;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3114;Mermaid Melody Pichi Pichi Pitch Pure;1110;TV;39;25 min. per ep.;Actas,SynergySP;Manga;Adventure,Comedy,Romance;N\A; PG - Children  ;2929;7.14;Shoujo;2004;25;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3115;Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.;23227;OVA;1;11 min.;Doga Kobo;4-koma;Comedy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2649;7.14;Seinen;2014;11;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3117;Monster Musume no Iru Nichijou OVA;32698;OVA;2;24 min. per ep.;Lerche;Manga;Comedy,Fantasy,Romance,Ecchi;N\A; R+ - Mild Nudity  ;1720;7.14;Seinen;2016;24;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3119;Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito;35946;Movie;1;1 hr. 39 min.;A-1 Pictures;Manga;Action,Adventure,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;738;7.14;Shounen;2018;99;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3120;Offside (TV);5200;TV;39;23 min. per ep.;Ashi Production;Manga;Action,Drama,Sports;N\A; G - All Ages  ;8467;7.14;N\A;2001;23;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3121;Onmyou Taisenki;613;TV;52;23 min. per ep.;Sunrise;Manga;Adventure,Fantasy,Supernatural;N\A; G - All Ages  ;6814;7.14;Shounen;2004;23;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3122;Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu;37440;Movie;1;1 hr.;Production I.G;Original;Action,Sci-Fi;Police,Psychological; R - 17+ (violence & profanity)  ;1843;7.14;N\A;2019;60;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3124;Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?;33491;OVA;1;24 min.;8bit;Manga;Comedy,Slice of Life;N\A; PG - Children  ;6641;7.14;Shoujo;2016;24;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3125;Soukou Kihei Votoms: The Last Red Shoulder;2583;OVA;1;54 min.;Sunrise;Original;Action,Drama,Sci-Fi;Mecha,Military; PG-13 - Teens 13 or older  ;8098;7.14;N\A;1985;54;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3126;SSSS.Gridman;35847;TV;12;23 min. per ep.;Trigger;Original;Action,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;737;7.14;N\A;2018;23;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3127;Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes;31486;Movie;1;1 hr. 9 min.;J.C.Staff;Original;Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;7906;7.14;N\A;2016;69;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3128;Tonari no Yamada-kun;415;Movie;1;1 hr. 44 min.;Studio Ghibli;4-koma;Comedy,Slice of Life;N\A; G - All Ages  ;2892;7.14;N\A;1999;104;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3130;Unico;2427;Movie;1;1 hr. 30 min.;Madhouse;Manga;Adventure,Fantasy;N\A; G - All Ages  ;7291;7.14;Kids;1981;90;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3131;Vampire Knight: Guilty;4752;TV;13;24 min. per ep.;Studio Deen;Manga;Drama,Mystery,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;527;7.14;Shoujo;2008;24;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3133;.hack//Quantum;9332;OVA;3;26 min. per ep.;Kinema Citrus;Original;Action,Adventure,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;2960;7.14;N\A;2011;26;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3134;Ai Yori Aoshi: Enishi;394;TV;12;23 min. per ep.;J.C.Staff;Manga;Comedy,Drama,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2448;7.14;Seinen;2003;23;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3135;Aku no Hana;16201;TV;13;24 min. per ep.;Zexcs;Manga;Drama,Romance;Psychological,School; R - 17+ (violence & profanity)  ;982;7.14;Shounen;2013;24;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3136;Artiswitch;49066;ONA;6;8 min. per ep.;Sunrise;Original;Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;6357;7.14;N\A;2021;8;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3137;Boku no Chikyuu wo Mamotte;526;OVA;6;30 min. per ep.;Production I.G;Manga;Drama,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4457;7.14;Shoujo;1993;30;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3138;Buddy Complex;21437;TV;13;24 min. per ep.;Sunrise;Original;Action,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;1945;7.14;N\A;2014;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3139;Cardfight!! Vanguard: Link Joker-hen;15611;TV;59;24 min. per ep.;TMS Entertainment;Original;Action,Adventure;Demons,Game; PG-13 - Teens 13 or older  ;4085;7.14;Shounen;2013;24;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3142;D.C.if: Da Capo if;5216;OVA;2;26 min. per ep.;Zexcs;Visual;Drama,Romance;N\A; PG-13 - Teens 13 or older  ;4611;7.14;N\A;2008;26;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3147;Doraemon Movie 30: Nobita no Ningyo Daikaisen;6988;Movie;1;1 hr. 39 min.;Shin-Ei Animation;Manga;Adventure,Comedy,Fantasy;N\A; PG - Children  ;7106;7.14;N\A;2010;99;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3149;Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo;42030;Movie;1;1 hr. 35 min.;SILVER LINK.;Manga;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;3862;7.14;N\A;2021;95;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3151;GA: Geijutsuka Art Design Class;5670;TV;12;24 min. per ep.;AIC PLUS+;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;4226;7.14;Seinen;2009;24;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3153;Gunslinger Girl: Il Teatrino;3231;TV;13;25 min. per ep.;Artland;Manga;Action,Drama,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;2404;7.14;N\A;2008;25;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3154;Hakuouki: Reimeiroku OVA;18835;OVA;2;11 min. per ep.;Studio Deen;Visual;Action,Supernatural;N\A; PG-13 - Teens 13 or older  ;7613;7.14;Josei;2013;11;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3156;Kenkou Zenrakei Suieibu Umishou;2602;TV;13;25 min. per ep.;Artland;Manga;Comedy,Sports,Ecchi;N\A; PG-13 - Teens 13 or older  ;3065;7.14;Shounen;2007;25;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3157;Kimi ga Aruji de Shitsuji ga Ore de;3229;TV;13;25 min. per ep.;A.C.G.T.;Visual;Comedy,Romance,Ecchi;Harem,Parody; R+ - Mild Nudity  ;1566;7.14;N\A;2008;25;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3159;Lodoss-tou Senki: Eiyuu Kishi Den;206;TV;27;24 min. per ep.;AIC;Novel;Action,Adventure,Drama,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;3476;7.14;N\A;1998;24;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3161;Lupin III: Dead or Alive;1416;Movie;1;1 hr. 37 min.;Tokyo Movie Shinsha;Manga;Action,Adventure,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;5420;7.14;Seinen;1996;97;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3162;Madan no Ou to Vanadis;24455;TV;13;24 min. per ep.;Satelight;Light;Adventure,Fantasy,Romance,Ecchi;N\A; R - 17+ (violence & profanity)  ;580;7.14;N\A;2014;24;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3163;Mahou no Stage Fancy Lala;604;TV;26;24 min. per ep.;Studio Pierrot;Original;Comedy,Drama,Romance;N\A; G - All Ages  ;5331;7.14;Shoujo;1998;24;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3165;Angolmois: Genkou Kassenki;35834;TV;12;23 min. per ep.;NAZ;Manga;Action,Drama;Historical,Military,Samurai; PG-13 - Teens 13 or older  ;2497;7.13;N\A;2018;23;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3166;B'T X Neo;1736;OVA;14;24 min. per ep.;TMS Entertainment;Manga;Action,Adventure;N\A; PG-13 - Teens 13 or older  ;7450;7.13;Shounen;1997;24;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3167;Blood Lad: Wagahai wa Neko de wa Nai;18441;OVA;1;27 min.;Brain's Base;Manga;Action,Comedy,Supernatural;Demons,Vampire; PG-13 - Teens 13 or older  ;1665;7.13;Seinen;2013;27;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3168;Burn the Witch;41468;Movie;3;21 min. per ep.;Studio Colorido;Manga;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;1037;7.13;Shounen;2020;21;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3169;Chibi Maruko-chan: Watashi no Suki na Uta;9348;Movie;1;1 hr. 33 min.;Nippon Animation;Manga;Drama,Romance,Slice of Life;N\A; G - All Ages  ;10390;7.13;Shoujo;1992;93;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3170;Chikyuu Bouei Kigyou Dai-Guard;1312;TV;26;25 min. per ep.;Xebec;Original;Adventure,Comedy,Sci-Fi;Mecha,Military; PG-13 - Teens 13 or older  ;5816;7.13;N\A;1999;25;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3171;Dragon Ball Movie 4: Saikyou e no Michi;893;Movie;1;1 hr. 14 min.;Toei Animation;Manga;Action,Adventure,Comedy,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;2501;7.13;Shounen;1996;74;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3172;Gaiking: Legend of Daiku-Maryu;1845;TV;39;25 min. per ep.;Toei Animation;Original;Action,Sci-Fi;N\A; G - All Ages  ;7559;7.13;N\A;2005;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3173;Gamba no Bouken;5267;TV;26;24 min. per ep.;Tokyo Movie Shinsha;Novel;Adventure,Suspense;N\A; G - All Ages  ;8332;7.13;Kids;1975;24;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3174;Gokushufudou;43692;ONA;5;17 min. per ep.;J.C.Staff;Manga;Comedy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;681;7.13;N\A;2021;17;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3175;Happy Birthday: Inochi Kagayaku Toki;9931;Movie;1;1 hr. 19 min.;Magic Bus;Book;Drama,Slice of Life;N\A; G - All Ages  ;8247;7.13;Kids;1999;79;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3176;Hatenkou Yuugi;3298;TV;10;24 min. per ep.;Studio Deen;Manga;Adventure,Comedy,Drama,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;3093;7.13;Josei;2008;24;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3177;Himouto! Umaru-chan;28825;TV;12;24 min. per ep.;Doga Kobo;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;256;7.13;Seinen;2015;24;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3178;Holy Knight Light;45574;ONA;1;9 min.;Yostar Pictures;Game;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;9509;7.13;N\A;2020;9;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3179;Jashin-chan Dropkick': Chitose-hen;40661;Special;1;23 min.;Nomad;Web;Comedy,Supernatural;N\A; PG-13 - Teens 13 or older  ;5832;7.13;N\A;2020;23;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3180;Junketsu no Maria;26441;TV;12;24 min. per ep.;Production I.G;Manga;Comedy,Fantasy,Romance;N\A; R - 17+ (violence & profanity)  ;1297;7.13;Seinen;2015;24;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3181;K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai;37304;Movie;1;59 min.;GoHands;Manga;Action,Supernatural;N\A; PG-13 - Teens 13 or older  ;4290;7.13;N\A;2018;59;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3182;Kaizoku Oujo;42544;TV;12;24 min. per ep.;Production I.G;Original;Action,Adventure;N\A; PG-13 - Teens 13 or older  ;1316;7.13;N\A;2021;24;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3183;Karin;469;TV;24;23 min. per ep.;J.C.Staff;Manga;Comedy,Romance,Supernatural;School,Vampire; PG-13 - Teens 13 or older  ;1111;7.13;Shounen;2005;23;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3184;Kenyuu Densetsu Yaiba;2335;TV;52;22 min. per ep.;Pastel;Manga;Action,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;5877;7.13;Shounen;1993;22;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3185;Kikou Ryohei Mellowlink;2048;OVA;12;24 min. per ep.;Sunrise;Original;Action,Sci-Fi;Mecha,Military; PG-13 - Teens 13 or older  ;5842;7.13;N\A;1988;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3188;Kodomo no Omocha;3421;OVA;1;30 min.;J.C.Staff;Manga;Comedy,Drama;N\A; PG - Children  ;6798;7.13;Shoujo;1995;30;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3189;Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari;279;TV;13;24 min. per ep.;TMS Entertainment;Novel;Fantasy,Horror,Mystery,Supernatural;Historical,Psychological; R - 17+ (violence & profanity)  ;3195;7.13;N\A;2003;24;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
