Title;MAL Id;Type;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score
38987;All That Gundam;5270;Special;1 min.;['Sunrise'];Original;['Action', 'Sci-Fi'];N\A; G - All Ages  ;7262;5.8
2368;Boruto: Jump Festa 2016 Special;35072;Special;11 min.;['Studio Pierrot'];Manga;['Action', 'Adventure', 'Comedy'];['Martial Arts', 'Super Power']; PG-13 - Teens 13 or older  ;4835;6.18
2069;Lion meets HachiClo;38864;Special;36 sec. per ep.;['Shaft'];Manga;N\A;N\A; G - All Ages  ;8228;5.7
17286;"Kabuki-bu!: Oogiri ""Chiyocolate-gassen""";35416;Special;23 min.;['Studio Deen'];Novel;N\A;N\A; PG-13 - Teens 13 or older  ;10064;6.15
8855;Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!;9587;TV;23 min. per ep.;['Zexcs'];Manga;['Comedy', 'Romance', 'Ecchi'];N\A; PG-13 - Teens 13 or older  ;1904;6.1
21013;Asa made Jugyou Chu!;12581;OVA;29 min.;['GoHands'];Manga;['Comedy', 'Romance', 'Ecchi'];N\A; R+ - Mild Nudity  ;2614;6.08
26960;Dibetagurashi: Ahiru no Seikatsu;17733;TV;3 min. per ep.;['add some'];Unknown;['Comedy', 'Slice of Life'];N\A; G - All Ages  ;11629;5.8
2499;Juunenbun no Watashi e;43711;ONA;1 min.;['Flat Studio'];Original;N\A;N\A; G - All Ages  ;11959;6.21
41338;Yume Oukoku to Nemureru 100-nin no Ouji-sama;33966;TV;23 min. per ep.;['Project No.9'];Game;['Adventure', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;4437;5.91
41538;Yuki Terai;6412;OVA;6 min. per ep.;['add some'];Original;N\A;N\A; PG-13 - Teens 13 or older  ;12788;5.84
1118;Kobutori (1929);5875;Movie;10 min.;['add some'];Other;N\A;N\A; G - All Ages  ;8621;5.89
15064;Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko;4681;Movie;30 min.;['Triangle Staff'];Original;N\A;N\A; G - All Ages  ;11699;6.08
31298;Genki!! Ekoda-chan;10540;TV;5 min. per ep.;['DLE'];4-koma;N\A;N\A; PG-13 - Teens 13 or older  ;11548;5.77
34883;Kinpatsu no Jeanie;6012;TV;25 min. per ep.;['add some'];Music;N\A;N\A; G - All Ages  ;11553;6.04
10127;Turning Mecard;35541;TV;28 min. per ep.;['add some'];Unknown;N\A;['Cars', 'Game', 'Mecha']; PG - Children  ;11983;5.87
7180;Urashimasakatasen no Nichijou Special;40921;Special;4 min.;['Gainax Kyoto'];Music;['Comedy', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;12280;6.15
33481;Guruguru Petit Anime Gekijou;35909;ONA;1 min. per ep.;['Studio PuYUKAI'];Manga;['Adventure', 'Comedy', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;11617;6.01
12115;Momotarou;10758;Movie;Unknown;['add some'];Original;N\A;N\A; G - All Ages  ;13001;5.66
15464;Akai Koudan Zillion Recaps;17167;Special;42 min. per ep.;['Production I.G'];Game;['Adventure', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;12430;5.92
33018;Ange Vierge;32171;TV;23 min. per ep.;['SILVER LINK.'];Card;['Adventure', 'Fantasy'];N\A; R+ - Mild Nudity  ;2548;6.01
27635;Last Orders;21663;Special;1 min.;['Production I.G'];Original;['Action', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;10174;5.93
272;Little Nemo Pilot (1984);13789;Special;3 min.;['TMS Entertainment'];Unknown;N\A;N\A; G - All Ages  ;11391;6.08
39306;Slime Boukenki: Umi da, Yeah!;8664;Special;15 min.;['Production I.G'];Game;['Action', 'Adventure', 'Comedy', 'Fantasy'];N\A; G - All Ages  ;10515;5.66
1562;Nono-chan;6625;TV;25 min. per ep.;['Toei Animation'];4-koma;['Comedy', 'Slice of Life'];N\A; G - All Ages  ;11469;6.2
31111;Tama & Friends: Uchi no Tama Shirimasen ka?;32663;TV;1 min. per ep.;['Kachidoki Studio'];Original;N\A;N\A; G - All Ages  ;12398;6.1
33365;Zhandou Wang Zhi Jufeng Zhan Hun 3;36427;TV;23 min. per ep.;['add some'];Original;N\A;N\A; PG - Children  ;13219;6.06
13216;Machine Robo: Butchigiri Battle Hackers;16131;TV;25 min. per ep.;['add some'];Unknown;['Action', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;12581;5.99
39829;Himote House: Dai Panic! Minna de Gokiburi Taiji;39722;OVA;16 min.;['Bouncy'];Original;N\A;N\A; PG-13 - Teens 13 or older  ;10677;5.81
33406;DD Hokuto no Ken;10177;TV;3 min. per ep.;['add some'];Manga;N\A;N\A; PG-13 - Teens 13 or older  ;7452;6.12
40251;Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran;8155;Movie;48 min.;['Toei Animation'];Unknown;['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural'];N\A; G - All Ages  ;12342;6.16
25476;Baku Tech! Bakugan Gachi;21523;TV;5 min. per ep.;['add some'];Unknown;N\A;N\A; PG - Children  ;9672;5.85
6233;Wizardry;1076;OVA;50 min.;['TMS Entertainment'];Game;['Action', 'Adventure', 'Fantasy'];N\A; R - 17+ (violence & profanity)  ;8929;5.77
26577;Giant Robo Gaiden Ginrei;2322;OVA;25 min. per ep.;['Phoenix Entertainment'];Manga;['Comedy', 'Sci-Fi', 'Ecchi'];['Mecha', 'Parody', 'Super Power']; PG-13 - Teens 13 or older  ;7634;6.01
649;Toe! Space Attendant Aoi;38012;Movie;24 min.;['add some'];Original;N\A;N\A; PG-13 - Teens 13 or older  ;11797;5.7
2137;Onikiri Musume Saisen;37551;ONA;1 min.;['add some'];Original;N\A;N\A; PG - Children  ;12872;6.12
4887;Muv-Luv Alternative;40608;TV;22 min. per ep.;['Yumeta Company', 'Graphinica', 'FLAGSHIP LINE'];Visual;['Action', 'Drama', 'Sci-Fi'];['Mecha', 'Military']; R+ - Mild Nudity  ;3461;5.75
30780;21 Emon Uchuu ike! Hadashi no Princess;6074;Movie;40 min.;['Shin-Ei Animation'];Unknown;['Comedy', 'Sci-Fi'];N\A; G - All Ages  ;12702;5.95
37352;Honoo no Labyrinth;581;OVA;33 min. per ep.;['Studio Fantasia'];Original;['Adventure', 'Comedy', 'Ecchi'];N\A; R+ - Mild Nudity  ;5583;6.22
40196;Ibarahime Mata wa Nemurihime;7169;Movie;21 min.;['add some'];Other;N\A;N\A; PG-13 - Teens 13 or older  ;11175;6.17
24349;Konohana no Sakuya Mori;34849;Movie;11 min.;['Tomoyasu Murata Company'];Original;N\A;N\A; G - All Ages  ;12835;5.94
37842;Fushigi na Elevator;8218;Movie;8 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;12711;5.72
3639;Transformers Zone;6038;OVA;23 min.;['add some'];Unknown;N\A;N\A; PG - Children  ;9980;5.69
30422;Cosmic Break;17295;ONA;7 min. per ep.;['add some'];Game;N\A;['Game', 'Mecha']; PG-13 - Teens 13 or older  ;12555;5.87
38525;Hyakuren no Haou to Seiyaku no Valkyria;37446;TV;23 min. per ep.;['EMT Squared'];Light;N\A;N\A; PG-13 - Teens 13 or older  ;1172;5.71
16034;Ultra B;10250;TV;10 min. per ep.;['Shin-Ei Animation'];Manga;N\A;N\A; G - All Ages  ;11034;5.94
25067;Glass no Chikyuu wo Sukue Unico Special;23661;Movie;16 min.;['add some'];Manga;N\A;N\A; G - All Ages  ;13538;5.89
38532;Tondemo Nezumi Daikatsuyaku;5272;Special;1 hr. 15 min.;['Nippon Animation'];Novel;N\A;N\A; G - All Ages  ;12535;5.76
22244;San Ge Heshang;16506;Movie;19 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;13522;5.85
4062;Bremen 4: Jigoku no Naka no Tenshi-tachi;9991;Special;1 hr. 30 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;12191;5.71
9362;Neo Faust;30217;Special;6 min.;['add some'];Manga;N\A;N\A; R+ - Mild Nudity  ;13311;5.67
3834;Harukanaru Toki no Naka de: Hachiyou Shou Recap;30145;Special;32 min.;['Yumeta Company'];Visual;['Fantasy', 'Supernatural'];['Demons', 'Historical']; PG-13 - Teens 13 or older  ;11860;6.05
29135;Dragon Quest Retsuden: Roto no Monshou;7491;Movie;45 min.;['add some'];Game;['Adventure', 'Fantasy'];N\A; G - All Ages  ;10277;5.93
12453;Adachi to Shimamura Mini Anime;44590;ONA;1 min. per ep.;['Tezuka Productions', 'AQUA ARIS'];Light;N\A;N\A; PG-13 - Teens 13 or older  ;11521;5.74
37690;Samurai Girl Real Bout High School;1098;TV;23 min. per ep.;['Gonzo'];Light;['Adventure', 'Comedy', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;5540;5.94
29134;Z/X: Code Reunion;37268;TV;24 min. per ep.;['Passione'];Card;['Fantasy', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;5030;5.75
19197;Ashita no Eleven-tachi;13947;Special;1 hr. 10 min.;['Toei Animation'];Unknown;N\A;N\A; G - All Ages  ;13564;5.67
12386;Popee the Performer: Countdown Special;39780;Special;4 min.;['add some'];Original;N\A;['Demons', 'School']; R - 17+ (violence & profanity)  ;12353;6.04
25743;Ensemble Stars! Recap Special;40462;Special;23 min.;['David Production'];Game;N\A;['Music', 'School']; PG-13 - Teens 13 or older  ;10205;6.03
27507;Onsen Yousei Hakone-chan;31143;TV;3 min. per ep.;['Production Reed', 'Asahi Production'];Web;['Comedy', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;3519;5.85
38660;Sin: Nanatsu no Taizai Zange-roku Specials;35418;Special;2 min. per ep.;['Artland', 'TNK'];Other;['Fantasy', 'Ecchi'];N\A; R+ - Mild Nudity  ;6384;5.9
21778;Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e;2155;TV;25 min. per ep.;['Artland'];Visual;N\A;['Harem', 'School']; PG-13 - Teens 13 or older  ;4105;6.18
2214;Sekai Meisaku Douwa;7398;OVA;10 min. per ep.;['add some'];Unknown;N\A;N\A; G - All Ages  ;12827;6.09
18583;6HP (Six Hearts Princess);29643;Special;22 min.;['add some'];Unknown;N\A;N\A; None  ;7348;5.92
2874;Overlord: Oukoku no Kan-tachi - Drama CD-tsuki Tokusou-ban;37264;ONA;5 min.;['add some'];Light;N\A;N\A; PG-13 - Teens 13 or older  ;5339;6.21
14648;Cosplay Complex;982;OVA;29 min. per ep.;['TNK'];Original;['Comedy', 'Ecchi'];['Parody', 'School']; R+ - Mild Nudity  ;5106;5.8
29556;Warau Salesman Episode 0;35115;Special;4 min.;['add some'];Manga;N\A;N\A; PG-13 - Teens 13 or older  ;11893;5.88
11482;Jirijiri Moyou no Ryuuryuu Tenten;37546;ONA;1 min.;['add some'];Original;N\A;N\A; G - All Ages  ;15460;5.73
34744;Teekyuu 8 Specials;34614;Special;2 min. per ep.;['Millepensee'];Manga;['Comedy', 'Sports'];N\A; PG-13 - Teens 13 or older  ;8640;5.97
28527;Magical Suite Prism Nana;15407;OVA;30 min. per ep.;['Shaft'];Original;N\A;N\A; None  ;5652;5.99
27865;Gegege no Kitarou: Chisougan;8150;Movie;12 min.;['Toei Animation'];Unknown;['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural'];N\A; G - All Ages  ;11793;5.82
37212;Sakura Tsuushin;818;OVA;24 min. per ep.;['Shaft'];Manga;['Comedy', 'Drama', 'Romance', 'Slice of Life'];N\A; R+ - Mild Nudity  ;4949;6.17
31442;Wasure-boshi;21591;ONA;5 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;11625;5.7
32915;Sweet Valerian;2727;TV;3 min. per ep.;['Madhouse'];Original;['Action', 'Comedy'];N\A; G - All Ages  ;8763;5.73
9453;Gegege no Kitarou: Jigoku-hen;8158;TV;25 min. per ep.;['Toei Animation'];Unknown;['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural'];N\A; G - All Ages  ;11630;6.17
41675;ARP Backstage Pass Special;41568;Special;23 min.;['Dynamo Pictures'];Other;N\A;N\A; PG-13 - Teens 13 or older  ;11430;5.79
17020;Eightman After;1344;OVA;28 min. per ep.;['J.C.Staff'];Manga;['Action', 'Drama', 'Sci-Fi'];N\A; R - 17+ (violence & profanity)  ;7931;6.14
19671;Dededen;30289;Special;1 min. per ep.;['TMS Entertainment'];Original;N\A;N\A; G - All Ages  ;13289;5.78
5713;Ningyohime Marina no Bouken;3194;TV;22 min. per ep.;['Telescreen'];Unknown;['Drama', 'Fantasy', 'Romance'];N\A; G - All Ages  ;10337;6.22
11011;Gokujo.: Souda Onsen ni Ikou!!;19431;Special;11 min.;['LMD'];Manga;['Comedy', 'Girls Love', 'Ecchi'];N\A; PG-13 - Teens 13 or older  ;7065;5.95
28083;Tezuka Osamu Monogatari: Boku wa Son Gokuu;9531;Special;1 hr. 9 min.;['add some'];Manga;N\A;N\A; G - All Ages  ;12126;6.16
15418;Mobile Suit Gundam: More Information on the Universal Century;5723;Special;3 min. per ep.;['Sunrise'];Original;N\A;['Mecha', 'Military', 'Space']; PG-13 - Teens 13 or older  ;8634;6.07
6200;Umezu Kazuo no Noroi;6276;OVA;43 min.;['add some'];Manga;N\A;N\A; R - 17+ (violence & profanity)  ;6601;6.15
17113;Ling Feng Zhe;39022;ONA;24 min. per ep.;['Wawayu Animation'];Original;['Drama', 'Romance', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;8126;6.09
16115;Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch;33828;Movie;1 hr. 37 min.;['add some'];Other;N\A;N\A; G - All Ages  ;13404;6.05
28463;Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue;27619;OVA;3 min. per ep.;"[""Brain's Base""]";Manga;['Comedy', 'Romance', 'Slice of Life', 'Ecchi'];N\A; PG-13 - Teens 13 or older  ;5111;5.89
39690;Onihei Pilot;37680;Special;5 min.;['add some'];Novel;N\A;N\A; PG-13 - Teens 13 or older  ;12826;5.9
13518;Kigyou Senshi Yamazaki: Long Distance Call;5928;OVA;43 min.;['Ripple Film'];Manga;['Drama', 'Sci-Fi'];N\A; R+ - Mild Nudity  ;11390;5.75
8345;Anju to Zushioumaru;7610;Movie;1 hr. 23 min.;['Toei Animation'];Other;N\A;N\A; G - All Ages  ;9944;6.03
33965;Ultraman Kids: Haha wo Tazunete 3000-man Kounen;8753;TV;24 min. per ep.;['add some'];Other;N\A;N\A; PG - Children  ;12753;6.21
19674;Hajime Ningen Gyatoruz;8763;TV;24 min. per ep.;['Tokyo Movie Shinsha'];Manga;N\A;N\A; PG-13 - Teens 13 or older  ;12547;5.87
27943;Great Mazinger tai Getter Robo;4385;Movie;30 min.;['Toei Animation'];Unknown;['Action', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;9483;6.01
21203;Alexandros no Ketsudan;10112;OVA;45 min.;['Toei Animation'];Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;12838;5.65
6569;Dolls' Frontline;46604;TV;24 min. per ep.;['Asahi Production'];Game;['Action', 'Drama', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;3179;5.76
33448;Attack No.1: Namida no Fushichou;9164;Movie;1 hr.;['add some'];Unknown;['Drama', 'Sports'];N\A; PG-13 - Teens 13 or older  ;12139;5.95
1629;Manga Hajimete Monogatari;10135;TV;25 min. per ep.;['add some'];Unknown;['Adventure', 'Comedy'];N\A; G - All Ages  ;13080;6.1
20525;Super Shiro;39183;TV;5 min. per ep.;['Science SARU'];Manga;N\A;N\A; PG - Children  ;9665;6.02
2887;Hotaru Kagayaku;18747;OVA;25 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;14033;5.78
40363;Garo: Guren no Tsuki Special;33709;Special;23 min.;['MAPPA'];Original;['Action', 'Fantasy', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;8393;6.14
7073;Ohayou Ninja-tai Gatchaman;31517;TV;1 min. per ep.;['add some'];Unknown;N\A;N\A; G - All Ages  ;12385;5.76
32202;Kikou Sennyo Rouran;1947;TV;12 min. per ep.;['Zexcs'];Original;['Action', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;9814;5.75
11947;Kakyuusei 2: Hitomi no Naka no Shoujo-tachi;510;TV;25 min. per ep.;['Arms'];Visual;['Comedy', 'Drama', 'Romance'];['Harem', 'School']; R+ - Mild Nudity  ;6853;5.82
31064;Sengoku Majin Goushougun (Movie);10820;Movie;1 hr. 5 min.;['Production Reed'];Unknown;N\A;['Mecha', 'Parody']; None  ;12537;5.97
18482;Garugaku.: Sei Girls Square Gakuin;41381;TV;3 min. per ep.;['OLM', 'Wit Studio'];Game;N\A;['Music', 'School']; PG-13 - Teens 13 or older  ;10002;5.67
35433;Haru wa Kuru;13255;ONA;4 min.;['Studio 4°C'];Original;N\A;N\A; G - All Ages  ;11791;5.8
3069;Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special;19479;Special;15 min.;['TMS Entertainment'];Unknown;['Action', 'Comedy', 'Ecchi'];N\A; R - 17+ (violence & profanity)  ;12718;5.69
40585;Shin Kaitei Gunkan;1938;OVA;50 min. per ep.;['Phoenix Entertainment'];Other;['Action', 'Adventure', 'Fantasy', 'Sci-Fi'];['Historical', 'Military']; PG-13 - Teens 13 or older  ;9916;6.08
21116;Hello Kitty no Fushigi no Kuni no Alice;15577;OVA;30 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;12266;5.91
17028;Kaze no Tairiku;1777;Movie;55 min.;['Production I.G'];Light;['Action', 'Adventure', 'Fantasy', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;6985;6.18
31220;Miracle Shoujo Limit-chan;3630;TV;24 min. per ep.;['Toei Animation'];Original;['Comedy', 'Sci-Fi'];['School', 'Super Power']; G - All Ages  ;12182;5.84
22555;Yasuke;43697;ONA;29 min. per ep.;['MAPPA'];Other;['Action', 'Fantasy'];N\A; R - 17+ (violence & profanity)  ;2302;5.79
27087;New Dream Hunter Rem: Yume no Kishitachi;5585;OVA;37 min.;['add some'];Original;N\A;N\A; R+ - Mild Nudity  ;9316;6.18
17651;Zero Duel Masters;4444;TV;23 min. per ep.;['add some'];Original;['Adventure', 'Comedy', 'Sports'];N\A; PG-13 - Teens 13 or older  ;9226;5.97
36134;Ninkuu: Knife no Bohyou;16345;Special;34 min.;['Studio Pierrot'];Manga;['Action', 'Adventure', 'Comedy'];N\A; PG-13 - Teens 13 or older  ;12277;5.89
36514;Bokutachi no Remake Recap;49550;Special;23 min.;['feel.'];Light;['Drama', 'Romance', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;5682;6.09
25510;Sore dake ga Neck;42883;TV;3 min. per ep.;['Toho Interactive Animation'];Original;N\A;N\A; PG-13 - Teens 13 or older  ;6828;5.66
7285;Chocotan!;18599;Special;10 min.;['J.C.Staff'];Manga;N\A;N\A; G - All Ages  ;7103;5.92
5703;Zhandou Wang Zhi Jufeng Zhan Hun 2;36425;TV;24 min. per ep.;['add some'];Original;N\A;N\A; PG - Children  ;13439;6.2
3709;Usuzumizakura: Garo;36858;Movie;1 hr. 22 min.;['Studio VOLN', 'Studio M2'];Original;['Action', 'Fantasy', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;7352;6.17
3235;Metal Fight Beyblade Zero G;13231;TV;12 min. per ep.;['Tatsunoko Production', 'SynergySP'];Manga;['Adventure', 'Sports'];N\A; PG - Children  ;4939;6.02
9707;Guomin Laogong Dai Huijia 4th Season;38677;ONA;12 min. per ep.;['Wawayu Animation'];Novel;['Drama', 'Romance'];N\A; PG-13 - Teens 13 or older  ;8300;6.17
39688;Arad: Suming Zhi Men;38413;ONA;14 min. per ep.;['Success Corp.', 'Dangun Pictures'];Game;['Action', 'Adventure', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;10175;6.1
34544;Utsunomiko: Heaven Chapter;5923;OVA;30 min. per ep.;['Toei Animation'];Light;['Adventure', 'Fantasy'];N\A; PG - Children  ;11598;6.03
15274;Otome Nadeshiko Koi Techou;13673;OVA;10 min.;['add some'];Light;N\A;N\A; G - All Ages  ;7241;5.9
32854;Fuusen Shoujo Temple-chan;2809;TV;25 min. per ep.;['Tatsunoko Production'];Unknown;['Adventure', 'Comedy'];N\A; G - All Ages  ;13317;6.12
37955;Hengen Taima Yakou Karura Mau! Nara Onryou Emaki;3178;Movie;1 hr. 18 min.;['add some'];Manga;['Action', 'Adventure', 'Fantasy', 'Horror', 'Supernatural'];N\A; R - 17+ (violence & profanity)  ;10328;5.73
27062;Kotatsu Neko;5842;ONA;1 min. per ep.;['add some'];Original;N\A;N\A; G - All Ages  ;11071;5.75
15550;Oreca Battle;22735;TV;11 min. per ep.;['Xebec', 'OLM'];Unknown;N\A;N\A; G - All Ages  ;9183;5.89
32110;Sono Toki, Kanojo wa.;38251;TV;3 min. per ep.;['MASTER LIGHTS'];Original;['Drama', 'Romance'];N\A; PG-13 - Teens 13 or older  ;4718;5.66
21539;Dororon Enma-kun;1337;TV;24 min. per ep.;['Toei Animation'];Manga;['Comedy', 'Fantasy', 'Horror', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;8124;6.16
39007;Larva 3rd Season;31674;TV;1 min. per ep.;['add some'];Unknown;N\A;N\A; G - All Ages  ;12666;6.13
30589;Visions of Frank: Short Films by Japan's Most Audacious Animators;8928;OVA;5 min. per ep.;['add some'];Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;12003;5.77
39809;Robot Girls Neo;37562;ONA;7 min. per ep.;['Toei Animation'];Original;N\A;['Mecha', 'Parody']; PG-13 - Teens 13 or older  ;10454;5.66
8163;Sarutobi Ecchan;6311;TV;25 min. per ep.;['Toei Animation'];Unknown;N\A;N\A; PG - Children  ;11909;5.89
28761;Suteneko Tora-chan;5662;Movie;20 min.;['add some'];Original;N\A;N\A; G - All Ages  ;10554;5.75
9171;Mafukiden: Pandarian;4049;TV;25 min. per ep.;['Planet'];Unknown;['Adventure', 'Comedy', 'Fantasy'];N\A; G - All Ages  ;11728;6.21
9516;Seupideuwang Beongae;9424;TV;24 min. per ep.;['add some'];Unknown;['Action', 'Sports'];['Game', 'School']; None  ;12752;6.11
8393;Twin Angel Break;33532;TV;23 min. per ep.;['J.C.Staff'];Game;N\A;N\A; PG-13 - Teens 13 or older  ;5044;5.93
40467;Doraemon Eigo Kyoushitsu;36287;Special;15 min. per ep.;['add some'];Unknown;N\A;N\A; PG - Children  ;12439;6.11
19156;Gun x Sword-san;5501;Special;4 min. per ep.;['AIC ASTA'];Unknown;['Action', 'Avant Garde'];N\A; G - All Ages  ;8643;5.69
39644;Hello Kitty no Hansel to Gretel;22489;OVA;15 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;13780;5.85
34507;Shounen Ashibe: Go! Go! Goma-chan 2;34979;TV;9 min. per ep.;['Bridge', 'Husio Studio'];4-koma;['Comedy', 'Slice of Life'];N\A; G - All Ages  ;11440;5.9
23716;3-pun de Wakaru! Kore made no Love Live! Sunshine!!;41189;ONA;3 min.;['Sunrise'];Unknown;N\A;['Music', 'School']; PG-13 - Teens 13 or older  ;9410;6.17
14364;Zannen Onna Kanbu Black General-san;35230;ONA;3 min. per ep.;['Oddjob'];Manga;N\A;N\A; PG-13 - Teens 13 or older  ;9593;5.77
41117;Sengoku Kitan Youtouden;3600;OVA;42 min. per ep.;['J.C.Staff'];Novel;N\A;['Demons', 'Martial Arts']; R - 17+ (violence & profanity)  ;9472;5.96
4139;Trigger-chan;33934;ONA;31 sec.;['Trigger'];Original;N\A;N\A; PG-13 - Teens 13 or older  ;5162;6.22
33593;Rang Wo Men Shao Ba;37736;ONA;6 min. per ep.;['add some'];Original;N\A;['Parody', 'School']; PG-13 - Teens 13 or older  ;7399;5.76
22597;Mahoutsukai Sally (Movie);17719;Movie;25 min.;['Toei Animation'];Unknown;N\A;N\A; G - All Ages  ;12339;5.89
28915;Anne no Nikki: Anne Frank Monogatari;12027;Special;1 hr. 22 min.;['Nippon Animation'];Unknown;N\A;N\A; None  ;11663;6.16
5159;Toilet no Hanako-san;8539;Movie;30 min.;['Studio Pierrot'];Other;N\A;N\A; PG-13 - Teens 13 or older  ;11068;6.14
9801;Black Bullet: Tenchuu＊Girls;30100;Special;1 min.;['Kinema Citrus'];Light;N\A;N\A; G - All Ages  ;4301;6.08
35686;Magma Taishi;3235;OVA;24 min. per ep.;['add some'];Manga;['Action', 'Sci-Fi'];['Space', 'Super Power']; PG-13 - Teens 13 or older  ;11246;5.79
20537;Nisshin Seifun Group CM;31111;Special;30 sec. per ep.;['Studio Ghibli'];Other;N\A;N\A; G - All Ages  ;10101;5.98
18932;Chocolate Underground: Bokura no Chocolate Sensou;5238;Movie;1 hr. 27 min.;['Production I.G', 'Trans Arts'];Novel;['Adventure', 'Comedy'];N\A; PG - Children  ;9661;6.15
9003;Barbapapa (1977);19959;TV;5 min. per ep.;['Topcraft'];Picture;['Comedy', 'Fantasy'];N\A; PG - Children  ;12270;5.83
9124;Minegishi-san wa Ootsu-kun ni Tabesasetai;42044;ONA;1 min. per ep.;['AQUA ARIS'];Web;N\A;N\A; PG-13 - Teens 13 or older  ;10632;6.12
24653;Chouetsu Sekai;38196;OVA;6 min. per ep.;['MAT'];Original;N\A;N\A; G - All Ages  ;12894;5.74
23839;Ginga Tetsudou 999: Jikuu wo Koeta Energy no Tabi;10118;ONA;4 min. per ep.;['Toei Animation'];Unknown;['Adventure', 'Drama', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;12104;6.08
16737;Arifureta Shokugyou de Sekai Saikyou Recap;40239;Special;23 min.;['asread.', 'White Fox'];Light;['Action', 'Adventure', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;3605;5.92
14154;Tezuka Osamu no Don Dracula;4853;TV;23 min. per ep.;['add some'];Manga;['Comedy', 'Horror', 'Supernatural'];N\A; R+ - Mild Nudity  ;9378;6.04
24845;Azur Lane Recap;40712;Special;23 min.;['add some'];Game;['Action', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;7484;5.88
22900;Umi ni Ochita Tsuki no Hanashi;30865;Movie;18 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;12290;6.15
33619;Queen's Blade: Grimoire;30679;OVA;29 min. per ep.;['Arms', 'asread.'];Other;['Action', 'Adventure', 'Fantasy', 'Ecchi'];N\A; R+ - Mild Nudity  ;5385;6.17
25299;Shin Onimusha: Dawn of Dreams the Story;3498;OVA;2 hr.;['add some'];Unknown;N\A;['Demons', 'Historical', 'Martial Arts', 'Samurai']; PG-13 - Teens 13 or older  ;11125;5.9
27495;Soul Link Special;1625;Special;25 min.;['add some'];Visual;['Adventure', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi'];['Military', 'Space']; PG-13 - Teens 13 or older  ;8838;5.86
33329;Koneko no Studio;6994;Movie;16 min.;['Toei Animation'];Original;N\A;N\A; G - All Ages  ;10740;6.04
19260;Devilman: Crybaby - Digest Eizou;37590;ONA;3 min.;['Science SARU'];Manga;['Action', 'Horror', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;6029;5.95
12546;Zenryoku Usagi;3704;TV;12 min. per ep.;['add some'];Unknown;N\A;N\A; G - All Ages  ;11427;6.18
6980;Good Morning Call;1056;OVA;19 min.;['Production I.G'];Manga;['Comedy', 'Drama', 'Romance'];N\A; PG - Children  ;6530;6.09
41027;Tenshi na Konamaiki Specials;14367;Special;33 sec. per ep.;['TMS Entertainment'];Unknown;N\A;N\A; G - All Ages  ;11161;5.98
23115;Space☆Dandy 2nd Season Picture Drama;30246;Special;6 min. per ep.;['Bones'];Original;['Comedy', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;8417;6.2
