Title;MAL Id;Type;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score
11722;Noraneko;35773;ONA;35 sec.;['add some'];Manga;N\A;N\A; G - All Ages  ;5003;6.02
27560;Dr. Slump: Arale-chan - Penguin Mura no Shouboutai;34878;Special;11 min.;['add some'];Manga;['Comedy', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;12964;5.75
372;Ginga Tetsudou 999 (ONA);28733;ONA;15 min. per ep.;['Toei Animation'];Unknown;['Adventure', 'Drama', 'Sci-Fi'];N\A; G - All Ages  ;11289;5.99
639;Kirameki☆Project;2260;OVA;29 min. per ep.;['Studio Fantasia'];Original;['Comedy', 'Sci-Fi', 'Ecchi'];N\A; R+ - Mild Nudity  ;9635;6.14
26122;Huckleberry no Bouken;2545;TV;25 min. per ep.;['Group TAC'];Novel;['Adventure', 'Drama'];N\A; G - All Ages  ;10146;6.13
13445;Hoshi no Ko Chobin;3834;TV;21 min. per ep.;['Studio Zero'];Original;['Adventure', 'Sci-Fi'];N\A; G - All Ages  ;12727;6.01
36629;Mori no Tonto-tachi;2226;TV;25 min. per ep.;['Nippon Animation', 'Shaft'];Unknown;N\A;N\A; G - All Ages  ;12591;6.1
20335;The Borgman: Last Battle;3762;OVA;59 min.;['Production Reed'];Other;['Action', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;11555;5.97
16640;Gaist Crusher;19871;TV;24 min. per ep.;['Studio Pierrot'];Game;['Action', 'Fantasy', 'Supernatural'];N\A; PG - Children  ;9351;5.78
627;Nameko-ke no Ichizoku;20539;OVA;5 min. per ep.;['add some'];Game;['Comedy', 'Slice of Life'];N\A; G - All Ages  ;11685;6.2
40156;Burn Up Scramble;693;TV;24 min. per ep.;['AIC Spirits'];Original;['Action', 'Comedy', 'Drama', 'Sci-Fi', 'Ecchi'];N\A; R - 17+ (violence & profanity)  ;5701;6.18
34809;Pokemon Diamond & Pearl: Clip Show;36825;Special;24 min.;['OLM'];Game;['Action', 'Adventure', 'Comedy', 'Fantasy'];N\A; PG - Children  ;8312;6.22
39414;Maze☆Bakunetsu Jikuu: Hot Springs;3884;Special;22 min.;['add some'];Manga;['Action', 'Comedy', 'Fantasy', 'Ecchi'];N\A; None  ;11143;6.1
9563;"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone";33170;Special;30 sec.;['A-1 Pictures'];Original;N\A;N\A; G - All Ages  ;7189;5.67
4527;Mahou no LumiTear;39621;ONA;3 min. per ep.;['add some'];Other;N\A;N\A; G - All Ages  ;12922;5.85
7406;Seoul-yeok;34048;Movie;1 hr. 32 min.;['Studio Dadashow'];Unknown;['Horror', 'Suspense'];N\A; R - 17+ (violence & profanity)  ;6355;5.73
9054;Transformers: Scramble City;6800;OVA;23 min.;['Toei Animation'];Unknown;['Action', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;9952;5.76
15277;Guilty Gear X;37857;Special;5 min.;['add some'];Game;N\A;['Game', 'Martial Arts', 'Super Power']; R - 17+ (violence & profanity)  ;11509;5.82
26833;Timing (Movie);38461;Movie;1 hr. 40 min.;['add some'];Other;['Mystery', 'Suspense'];['School', 'Super Power']; R - 17+ (violence & profanity)  ;11491;6.1
10477;Tamala 2010: A Punk Cat in Space;2033;Movie;1 hr. 30 min.;['add some'];Original;['Avant Garde', 'Comedy', 'Sci-Fi'];N\A; R - 17+ (violence & profanity)  ;5797;6.0
3105;Yosuga no Sora: In Solitude, Where We Are Least Alone.;8861;TV;25 min. per ep.;['feel.'];Visual;['Drama', 'Romance', 'Ecchi'];N\A; R+ - Mild Nudity  ;403;6.13
9767;Kojiki: Hyuuga-hen;31769;Movie;12 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;13834;5.85
15330;Mobile Suit Gundam UC Perfectibility;38739;Movie;3 min.;['add some'];Unknown;N\A;N\A; PG - Children  ;9466;6.14
20917;Ghost Messenger;10882;OVA;35 min. per ep.;['Studio Animal'];Unknown;['Action', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;9681;6.03
8261;Shounen Ashibe: Go! Go! Goma-chan 3;37368;TV;9 min. per ep.;['Bridge', 'Husio Studio'];4-koma;['Comedy', 'Slice of Life'];N\A; G - All Ages  ;12463;5.71
34172;Oh! Family;7575;TV;23 min. per ep.;['add some'];Manga;['Comedy', 'Drama', 'Romance', 'Slice of Life'];N\A; G - All Ages  ;11224;5.98
14370;Regalia: The Three Sacred Stars;32961;TV;24 min. per ep.;['Actas'];Original;['Action', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;3524;5.97
9866;Midnight Eye: Gokuu II;1880;OVA;53 min.;['Madhouse'];Manga;['Action', 'Adventure', 'Mystery', 'Sci-Fi'];N\A; R+ - Mild Nudity  ;7179;6.22
28257;Aesop's World;4709;TV;11 min. per ep.;['Sunrise'];Unknown;N\A;N\A; G - All Ages  ;12903;5.74
33988;Uchuu Senkan Yamato Pilot Film;37082;Special;9 min.;['add some'];Original;N\A;['Military', 'Space']; PG-13 - Teens 13 or older  ;11363;5.79
10707;Chivas 1-2-3;1228;OVA;27 min. per ep.;['Daume'];Manga;['Action', 'Comedy', 'Fantasy', 'Supernatural', 'Ecchi'];N\A; R - 17+ (violence & profanity)  ;8268;5.95
20380;Larva;31534;TV;6 min. per ep.;['add some'];Original;N\A;N\A; G - All Ages  ;10148;5.91
27606;Teizokurei Daydream;1500;OVA;24 min. per ep.;['Hal Film Maker'];Manga;['Comedy', 'Drama', 'Horror', 'Supernatural', 'Ecchi'];N\A; R+ - Mild Nudity  ;5521;6.15
20909;Pokemon XY: Hoopa no Odemashi Daisakusen!!;30686;Special;40 sec. per ep.;['OLM'];Game;['Comedy', 'Fantasy'];N\A; PG - Children  ;7674;6.1
19905;Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama;2700;TV;24 min. per ep.;['Xebec', 'Genco', 'Triangle Staff'];Unknown;['Action', 'Comedy', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;10775;6.12
36861;Seikon no Qwaser II Picture Drama;10920;Special;3 min. per ep.;['TAKI Corporation'];Unknown;N\A;N\A; R+ - Mild Nudity  ;4874;6.0
29804;Mighty Orbots;8130;TV;23 min. per ep.;['Tokyo Movie Shinsha'];Original;['Adventure', 'Comedy', 'Sci-Fi'];N\A; G - All Ages  ;12370;5.75
37197;Higanjima X;34222;ONA;3 min. per ep.;['add some'];Manga;['Fantasy', 'Horror'];N\A; R - 17+ (violence & profanity)  ;11873;5.7
10120;Stitch!: Itazura Alien no Daibouken;6899;TV;25 min. per ep.;['Madhouse'];Other;['Adventure', 'Comedy', 'Sci-Fi'];N\A; G - All Ages  ;9600;6.14
4628;Infinite Dendrogram;38909;TV;23 min. per ep.;['NAZ'];Light;N\A;N\A; PG-13 - Teens 13 or older  ;1263;6.17
19878;Sono Kinisasete yo: My My Mai;3095;OVA;39 min. per ep.;['J.C.Staff'];Unknown;['Comedy', 'Supernatural', 'Ecchi'];N\A; R+ - Mild Nudity  ;8911;5.76
36429;Monogatari no Aru Satou;36578;ONA;2 min.;['dwarf'];Original;N\A;N\A; G - All Ages  ;13821;5.98
30135;Kentauros no Densetsu;17339;OVA;1 hr. 32 min.;['Wako Productions'];Unknown;['Action', 'Drama'];N\A; R+ - Mild Nudity  ;13062;5.86
28456;Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu;32087;Special;50 min.;['Studio Pierrot'];Manga;N\A;N\A; G - All Ages  ;12490;6.08
20777;TV Yarou Nanaana: Kaibutsu Kraken wo Oe!;41401;TV;3 min. per ep.;['Studio Crocodile'];Original;['Adventure', 'Comedy'];N\A; PG-13 - Teens 13 or older  ;11182;5.88
16754;Nineteen 19;2468;OVA;42 min.;['Madhouse'];Manga;['Drama', 'Romance'];N\A; R - 17+ (violence & profanity)  ;8119;6.07
40414;SF Shinseiki Lensman;2770;Movie;1 hr. 47 min.;['Madhouse'];Book;['Action', 'Adventure', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;8598;6.13
4224;11eyes;6682;TV;25 min. per ep.;['Doga Kobo'];Visual;['Action', 'Supernatural', 'Ecchi'];N\A; R - 17+ (violence & profanity)  ;840;6.1
35245;Yume Oukoku to Nemureru 100-nin no Ouji-sama: Short Stories;34961;ONA;8 min. per ep.;['Satelight'];Game;N\A;N\A; PG-13 - Teens 13 or older  ;7960;6.07
15204;Wind: A Breath of Heart;2015;OVA;16 min.;['Ajia-Do'];Visual;N\A;N\A; PG-13 - Teens 13 or older  ;9243;6.02
13682;Chibikko Remi to Meiken Kapi;2830;Movie;1 hr. 21 min.;['Toei Animation'];Unknown;['Adventure', 'Drama', 'Slice of Life'];N\A; G - All Ages  ;11731;5.91
29685;Cestvs: The Roman Fighter;43763;TV;22 min. per ep.;['Bandai Namco Pictures'];Manga;['Action', 'Drama'];N\A; PG-13 - Teens 13 or older  ;4368;5.97
37820;Detective Conan: Amuro Secret Call;38788;Special;2 min.;['TMS Entertainment'];Manga;['Comedy', 'Mystery'];N\A; PG-13 - Teens 13 or older  ;9636;6.14
9070;Maesetsu!;40085;TV;24 min. per ep.;['Studio Gokumi', 'AXsiZ'];Original;['Comedy', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;5423;5.77
26335;Senyoku no Sigrdrifa: Dai-909 Senjutsu Hime-tai Sentou Kiroku!;44236;Special;24 min.;['A-1 Pictures'];Original;N\A;N\A; PG-13 - Teens 13 or older  ;9422;5.83
6297;Märchen Mädchen Specials;37973;Special;23 min. per ep.;['Hoods Entertainment'];Light;N\A;N\A; PG-13 - Teens 13 or older  ;6872;6.0
5836;Grey: Digital Target;2423;Movie;1 hr. 13 min.;['Magic Bus'];Manga;['Action', 'Drama', 'Sci-Fi'];N\A; R+ - Mild Nudity  ;9130;6.09
36571;Toji no Miko: Kizamishi Issen no Tomoshibi;37318;ONA;45 sec. per ep.;['add some'];Game;['Action', 'Comedy'];N\A; PG-13 - Teens 13 or older  ;9245;5.96
3642;Flying Witch Petit;32954;ONA;2 min. per ep.;['domerica'];Manga;['Comedy', 'Slice of Life', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;4605;6.05
593;W: Wish;346;TV;12 min. per ep.;['Trinet Entertainment', 'Picture Magic'];Visual;['Drama', 'Romance', 'Slice of Life'];['Harem', 'School']; PG-13 - Teens 13 or older  ;4674;6.16
22379;Futari wa Milky Holmes;17267;TV;12 min. per ep.;['J.C.Staff', 'Nomad'];Original;['Comedy', 'Mystery'];N\A; PG-13 - Teens 13 or older  ;5410;5.79
31683;Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice & Fiction;29837;Special;16 min.;['Doga Kobo'];Light;['Mystery', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;12480;5.94
4534;The iDOLM@STER SideM: Wake Atte Mini!;38203;TV;3 min. per ep.;['Zero-G'];Manga;['Comedy', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;8413;6.21
12920;Monster Strike the Movie: Sora no Kanata;38021;Movie;1 hr. 37 min.;['Orange'];Game;['Action', 'Fantasy'];N\A; None  ;8737;6.2
5848;Jinki:Extend;141;TV;23 min. per ep.;['feel.'];Manga;N\A;N\A; R - 17+ (violence & profanity)  ;5304;6.11
25358;Mahjong Hishouden: Naki no Ryuu;5151;OVA;40 min. per ep.;['Gainax', 'Magic Bus'];Manga;['Action', 'Drama'];N\A; PG-13 - Teens 13 or older  ;11274;5.83
37534;Code Geass: Hangyaku no Lelouch Picture Drama - Kamen Kokuhaku Taikai;40836;Special;10 min.;['add some'];Original;N\A;N\A; PG-13 - Teens 13 or older  ;9818;5.9
8712;Marginal Prince: Gekkeiju no Ouji-tachi;1912;TV;24 min. per ep.;['Tokyo Kids'];Visual;['Boys Love', 'Romance'];N\A; PG-13 - Teens 13 or older  ;4862;5.83
6864;Takara-sagashi;12267;Movie;9 min.;['Studio Ghibli'];Picture;['Adventure', 'Fantasy'];N\A; G - All Ages  ;10182;6.21
32250;Ra/Radio Noise*Planet;12135;OVA;2 min.;['add some'];Original;['Adventure', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;11475;5.75
18754;Juuippiki no Neko;6071;Movie;1 hr. 23 min.;['add some'];Picture;N\A;N\A; G - All Ages  ;11975;5.74
7148;Btooom!: Bakusatsu Digest;40379;ONA;2 min. per ep.;['Madhouse'];Manga;N\A;N\A; R - 17+ (violence & profanity)  ;5137;5.84
26589;Sekai de Ichiban Tsuyoku Naritai! Specials;21009;Special;4 min. per ep.;['Arms'];Unknown;['Action', 'Sports', 'Ecchi'];N\A; R+ - Mild Nudity  ;6171;5.71
32724;Hoshi no Kirby:  Taose!! Koukaku Majuu Ebizou;30155;ONA;8 min.;['add some'];Unknown;['Action', 'Adventure', 'Comedy', 'Fantasy'];N\A; PG - Children  ;10282;5.97
4722;King of Prism by Pretty Rhythm Short Anime;32989;Special;19 min.;['add some'];Original;['Comedy', 'Fantasy'];N\A; PG - Children  ;11599;6.23
14590;Track City;12361;TV;24 min. per ep.;['SBS TV Production'];Unknown;N\A;N\A; PG - Children  ;11055;6.08
30826;Porong Porong Pororo;6523;TV;5 min. per ep.;['add some'];Unknown;N\A;N\A; G - All Ages  ;12289;5.9
6843;"Soukou Kihei Votoms Vol.II: Highlights from the ""A.T.Votoms""";12441;OVA;57 min.;['Sunrise'];Original;['Action', 'Drama', 'Sci-Fi'];['Mecha', 'Military']; PG - Children  ;12260;6.14
6895;Puchimas!: Petit iDOLM@STER (OVA);39046;OVA;25 min. per ep.;['add some'];4-koma;['Comedy', 'Slice of Life'];['Music', 'Parody']; G - All Ages  ;11862;6.09
31819;Saint Beast: Seijuu Kourin-hen;1037;TV;25 min. per ep.;['Tokyo Kids'];Unknown;['Action', 'Fantasy', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;5795;5.99
36826;Miracle Train: Chuo-sen e Youkoso;6327;Special;1 min.;['Yumeta Company'];Manga;N\A;N\A; PG-13 - Teens 13 or older  ;7899;5.93
6381;Fuyu no Hi;3215;Movie;39 min.;['add some'];Unknown;N\A;N\A; R+ - Mild Nudity  ;7837;6.06
17004;Me gumi no Daigo: Kajiba no Baka Yarou;3147;Movie;45 min.;['Sunrise'];Manga;['Action', 'Drama'];N\A; PG-13 - Teens 13 or older  ;11005;6.2
18246;Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab;35139;ONA;55 sec.;['Shin-Ei Animation', 'DLE'];Original;N\A;N\A; G - All Ages  ;13036;5.68
14869;Grick no Bouken;7252;Movie;1 hr. 24 min.;['Studio Korumi'];Book;['Adventure', 'Drama', 'Fantasy'];N\A; G - All Ages  ;13192;5.96
10646;What's Michael? 2;12037;OVA;44 min.;['J.C.Staff', 'Kitty Films', 'Kitty Film Mitaka Studio'];Manga;N\A;N\A; G - All Ages  ;12962;5.94
4758;Manga Nippon Mukashibanashi (1976);6277;TV;25 min. per ep.;['Group TAC'];Unknown;N\A;N\A; G - All Ages  ;10717;6.04
16813;Kkoma Bus Tayo;38070;TV;11 min. per ep.;['add some'];Original;N\A;N\A; G - All Ages  ;15348;5.69
23396;Rokudenashi Blues;9077;Movie;33 min.;['Toei Animation'];Unknown;['Comedy', 'Drama', 'Sports'];N\A; R - 17+ (violence & profanity)  ;9768;5.71
27848;Hanamaru Youchien: Panda Neko Taisou;16646;Special;1 min. per ep.;['Gainax'];Manga;N\A;N\A; G - All Ages  ;8563;6.2
13814;Kagami no Genon;4091;Movie;6 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;9029;5.88
24268;Project Scard: Praeter no Kizu;42825;TV;23 min. per ep.;['GoHands'];Mixed;N\A;N\A; PG-13 - Teens 13 or older  ;3522;5.84
8577;Maken-Ki! Specials;12449;Special;10 min. per ep.;['AIC Spirits'];Manga;['Sports', 'Ecchi'];N\A; R+ - Mild Nudity  ;3441;6.18
15363;Dragon Ball Z: The Real 4-D;33947;Special;11 min.;['add some'];Manga;['Action', 'Fantasy'];N\A; PG - Children  ;6343;6.12
41058;Kotowaza Gundam-san (ONA);33226;ONA;1 min. per ep.;['add some'];Manga;N\A;['Mecha', 'Parody']; PG-13 - Teens 13 or older  ;11563;5.98
27831;Muramasa;3475;Movie;8 min.;['add some'];Original;N\A;['Historical', 'Martial Arts', 'Samurai']; PG-13 - Teens 13 or older  ;7139;6.19
32051;Cheer Danshi!! Recap;33798;Special;24 min.;"[""Brain's Base""]";Novel;N\A;N\A; PG-13 - Teens 13 or older  ;7540;5.88
35707;Azusa, Otetsudai Shimasu!;2309;OVA;44 min.;['TMS Entertainment'];Original;['Comedy', 'Sci-Fi', 'Slice of Life', 'Sports'];N\A; PG-13 - Teens 13 or older  ;8440;6.13
9116;Koi-ken!: Watashitachi Anime ni Nacchatta!;12237;ONA;4 min. per ep.;['Marvy Jack'];Manga;N\A;N\A; R+ - Mild Nudity  ;7136;5.73
2087;Choegang Top Plate;31211;TV;23 min. per ep.;['add some'];Original;['Action', 'Comedy', 'Sports'];N\A; G - All Ages  ;13540;6.15
10475;Chu-Bra!!;6645;TV;24 min. per ep.;['Zexcs'];Manga;['Comedy', 'Ecchi'];N\A; PG-13 - Teens 13 or older  ;2710;6.21
23594;Mahou no Star Magical Emi: Semishigure;8443;OVA;1 hr.;['Studio Pierrot'];Original;N\A;N\A; PG - Children  ;11923;6.0
41897;Nenga no Kizuna;28665;ONA;4 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;13639;5.73
27336;Hello Kitty no Yume Dorobou;22461;OVA;31 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;14086;5.8
26845;Chichibu de Buchichi;37174;ONA;25 min.;['TMS Entertainment'];Original;N\A;N\A; PG-13 - Teens 13 or older  ;10104;5.8
34596;Ajin Senshi;17325;Movie;1 hr. 40 min.;['add some'];Unknown;['Fantasy', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;10163;6.04
21298;Nurse Witch Komugi-chan R;31890;TV;22 min. per ep.;['Tatsunoko Production'];Original;N\A;N\A; PG-13 - Teens 13 or older  ;5114;5.97
16054;Ginga no Uo Ursa Minor Blue;3518;OVA;23 min.;['add some'];Unknown;N\A;N\A; PG - Children  ;8823;6.2
17903;Kura Sushi;35858;ONA;4 min. per ep.;['add some'];Original;N\A;N\A; G - All Ages  ;14798;5.8
14259;Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!;32222;Movie;1 hr. 30 min.;['OLM'];Game;['Comedy', 'Supernatural'];N\A; G - All Ages  ;10534;6.19
9564;Oval x Over;4103;Movie;8 min.;['Production I.G'];Other;N\A;N\A; PG-13 - Teens 13 or older  ;9960;5.77
29193;Cleopatra D.C.;2754;OVA;37 min. per ep.;['J.C.Staff'];Manga;['Action', 'Adventure', 'Sci-Fi'];N\A; R+ - Mild Nudity  ;8704;5.85
24770;The Choujo;3787;OVA;48 min.;['Studio Pierrot'];Manga;['Comedy', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;8139;5.94
5427;Space☆Dandy Picture Drama;25635;Special;5 min. per ep.;['Bones'];Original;['Comedy', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;7270;6.13
2513;Akuma-kun (Movie);8226;Movie;40 min.;['Toei Animation'];Unknown;['Adventure', 'Fantasy', 'Horror', 'Supernatural'];N\A; G - All Ages  ;12250;5.81
11199;Mameneko;36728;TV;3 min. per ep.;['Charaction'];Manga;N\A;N\A; PG - Children  ;10605;6.05
5232;Hi-Speed Jecy;2697;OVA;28 min. per ep.;['Studio Pierrot'];Light;['Action', 'Sci-Fi'];N\A; R - 17+ (violence & profanity)  ;10754;6.07
37947;Koutetsu Tenshi Kurumi Zero;556;OVA;15 min. per ep.;['OLM'];Original;['Drama', 'Romance', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;7117;6.08
30072;Ikebukuro PR Anime;38783;ONA;3 min.;['Shaft'];Original;N\A;N\A; G - All Ages  ;10278;6.02
6602;Hijikata Toshizou: Shiro no Kiseki;1977;OVA;32 min.;['Studio 4°C'];Original;['Action', 'Drama'];['Historical', 'Samurai']; PG-13 - Teens 13 or older  ;8571;6.14
6430;Rifle Is Beautiful;38529;TV;23 min. per ep.;['Studio 3Hz'];4-koma;['Comedy', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;3236;6.18
1078;Genocyber;2775;OVA;30 min. per ep.;['Artmic'];Manga;['Action', 'Horror', 'Sci-Fi'];['Mecha', 'Psychological']; R - 17+ (violence & profanity)  ;3342;5.82
34329;Celia-sensei no Wakuwaku Magical Kyoushitsu;49215;ONA;1 min. per ep.;['AQUA ARIS'];Light;['Comedy', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;8272;5.84
30825;Nekota no Koto ga Kininatte Shikatanai.;28963;Special;1 min.;['add some'];Manga;N\A;N\A; G - All Ages  ;10904;6.09
1127;Sin: Nanatsu no Taizai Zange-roku;35417;ONA;1 min. per ep.;['Artland', 'TNK'];Other;['Fantasy', 'Ecchi'];N\A; R+ - Mild Nudity  ;5074;5.91
12335;Hello Kitty no Oyayubi-hime (OVA);17481;OVA;15 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;13304;5.66
26698;Haou Taikei Ryuu Knight: Adeu Legend;1849;OVA;30 min. per ep.;['Sunrise'];Unknown;['Action', 'Adventure', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;10944;6.22
55;Love♥Love? Specials;1874;Special;15 min. per ep.;['Imagin', 'Studio Live'];Original;['Comedy', 'Romance', 'Ecchi'];N\A; R+ - Mild Nudity  ;7099;5.99
2120;Sword Gai The Animation Part II;37655;ONA;22 min. per ep.;['Production I.G', 'DLE', 'LandQ studios'];Manga;['Action', 'Supernatural'];N\A; R - 17+ (violence & profanity)  ;3763;5.75
34478;Ame to Shoujo to Watashi no Tegami;1223;ONA;6 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;5752;5.78
17087;Boyfriend;10435;Special;1 hr. 54 min.;['Magic Bus'];Manga;['Romance', 'Sports'];N\A; PG-13 - Teens 13 or older  ;11695;5.7
29318;Fei Ren Xueyuan;39223;ONA;3 min.;['add some'];Game;N\A;N\A; PG-13 - Teens 13 or older  ;9414;6.21
22779;Wind: A Breath of Heart OVA;547;OVA;29 min. per ep.;['add some'];Visual;['Drama', 'Romance', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;8797;6.18
5241;Shin Sakura Taisen the Animation;40403;TV;23 min. per ep.;['SANZIGEN'];Game;['Adventure', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;4501;5.79
39552;Green Green OVA;881;OVA;26 min.;['add some'];Visual;['Comedy', 'Romance', 'Ecchi'];N\A; R+ - Mild Nudity  ;3602;5.98
7712;Ushinawareta Choushoku;40171;ONA;6 min.;['add some'];Original;N\A;N\A; PG-13 - Teens 13 or older  ;15116;5.71
6684;Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu;1099;OVA;1 hr.;['add some'];Unknown;['Adventure', 'Drama', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;9552;5.9
37394;Rainbow Sentai Robin;9438;TV;26 min. per ep.;['Toei Animation'];Unknown;['Action', 'Adventure', 'Sci-Fi'];N\A; G - All Ages  ;12274;5.97
11732;Kuttsukiboshi;9014;OVA;22 min. per ep.;['Primastea'];Original;['Drama', 'Girls Love', 'Romance', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;2949;6.05
37510;Attraction;9846;ONA;10 min.;['Studio 4°C'];Unknown;N\A;N\A; G - All Ages  ;9539;6.04
39555;Santa Company;16381;Movie;28 min.;['Nexus'];Original;N\A;N\A; PG - Children  ;7436;5.76
38514;Akai Koudan Zillion: Utahime Yakyoku;2689;OVA;47 min.;['Production I.G', 'Tatsunoko Production'];Game;['Adventure', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;10806;5.72
27632;Dorami-chan: Wow, The Kid Gang of Bandits;2636;Movie;40 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;13854;5.99
7547;Madonna;3482;OVA;50 min. per ep.;['Toei Animation'];Unknown;['Comedy', 'Sports'];N\A; PG-13 - Teens 13 or older  ;10025;6.16
25155;Tamayomi;39966;TV;23 min. per ep.;['Studio A-CAT'];Manga;N\A;N\A; PG-13 - Teens 13 or older  ;3475;5.74
30433;Kishin Houkou Demonbane;766;OVA;24 min.;['Group TAC', 'View Works'];Visual;['Comedy', 'Drama', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;5668;6.02
7211;TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou;36242;ONA;21 sec.;['Toei Animation'];Other;N\A;N\A; G - All Ages  ;7937;6.08
5428;Blue Gender: The Warrior;1380;Movie;1 hr. 39 min.;['AIC'];Original;['Adventure', 'Drama', 'Horror', 'Romance', 'Sci-Fi'];['Mecha', 'Military', 'Space']; R - 17+ (violence & profanity)  ;5317;6.22
2114;Samurai Gun Special;22031;Special;23 min.;['Studio Egg'];Manga;N\A;N\A; R - 17+ (violence & profanity)  ;11802;5.82
3045;Saredo Tsumibito wa Ryuu to Odoru;33889;TV;23 min. per ep.;['Seven Arcs Pictures'];Light;['Action', 'Drama', 'Fantasy', 'Sci-Fi'];N\A; R - 17+ (violence & profanity)  ;2554;5.79
36701;Digimon Savers 3D: Digital World Kiki Ippatsu!;8491;Movie;7 min.;['Toei Animation'];Original;['Action', 'Adventure', 'Fantasy', 'Supernatural'];N\A; PG - Children  ;6662;6.02
33584;Ahiru no Pekkle no Aladdin to Mahou no Lamp;22611;OVA;30 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;13789;5.68
15849;Let's Nupu Nupu;5132;TV;5 min. per ep.;['Ajia-Do', 'Group TAC'];4-koma;['Comedy', 'Ecchi'];N\A; R+ - Mild Nudity  ;7070;6.23
31803;Mangirl!;14045;TV;3 min. per ep.;['Doga Kobo'];Manga;['Comedy', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;3359;5.83
14304;Machikado Mazoku Mini;40755;ONA;25 sec. per ep.;['AQUA ARIS'];4-koma;N\A;N\A; None  ;8359;5.81
37171;Masou Kishin Cybuster;1899;TV;24 min. per ep.;['Production Reed'];Original;['Adventure', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;8662;6.08
34429;Choegang Habche: Mix Master;31246;TV;24 min. per ep.;['add some'];Original;['Adventure', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;12382;6.13
10368;Pugyuru;786;TV;3 min. per ep.;['Creators Dot Com'];Unknown;['Comedy', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;7603;5.71
41574;Shadowverse;36639;ONA;1 min.;['add some'];Card;N\A;N\A; G - All Ages  ;11337;5.83
38226;Pokemon no Heisei-shi: Kayou Kara Mokuyou, Soshite Nichiyou e;42174;Special;38 min.;['add some'];Unknown;['Action', 'Fantasy'];N\A; PG - Children  ;8960;5.9
27909;Houma Hunter Lime;1284;OVA;27 min. per ep.;['Production Reed'];Visual;['Comedy', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;9617;6.04
23736;Bad Badtz-Maru no Ookami ga Kita!;22451;OVA;10 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;13916;5.65
34740;Kyoto Animation Koushiki Twitter: Itsumo Arigatou;36799;ONA;23 sec.;['Kyoto Animation'];Original;N\A;N\A; G - All Ages  ;12013;5.7
17254;Tian Yu;37888;ONA;13 min. per ep.;['Sparkly Key Animation Studio'];Game;['Action', 'Adventure', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;12479;6.15
41833;Lemon Angel (1988);3259;TV;3 min. per ep.;['add some'];Unknown;N\A;N\A; R+ - Mild Nudity  ;10224;5.75
