Title;MAL Id;Type;Number of Episodes;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score;Demographic;Year;Duration;Action;Adventure;Comedy;Drama;Fantasy;Mystery;Sci-Fi;Suspense;Romance;Slice of Life;Supernatural;Sports;Ecchi;Horror;Avant Garde;Boys Love;Gourmet;Girls Love;Military;Super Power;Historical;Parody;Samurai;Space;Mecha;Demons;Martial Arts;School;Psychological;Police;Game;Harem;Vampire;Manga;Visual;Novel;Light;Original;Web;4-koma;Book;Picture;Card;Mixed; R - 17+ (violence & profanity)  ; PG-13 - Teens 13 or older  ; R+ - Mild Nudity  ; PG - Children  ; G - All Ages  ;TV;Movie;OVA;ONA;Special;Shounen;Shoujo;Seinen;Josei;Kids
Tokkou;916;TV;13;24 min. per ep.;AIC Spirits,Group TAC;Manga;Action,Comedy,Horror,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;4402;6.55;Seinen;2006;24;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0
Teekyuu 7 Specials;32817;Special;2;2 min. per ep.;Millepensee;Manga;Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;5535;6.12;Shounen;2016;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0
Ore no Imouto ga Konnani Kawaii Wake ga Nai.;13659;TV;13;24 min. per ep.;A-1 Pictures;Light;Comedy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;3117;6.97;N\A;2013;24;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Yes ka No ka Hanbun ka;40646;Movie;1;53 min.;Lesprit;Light;Boys Love,Drama;N\A; None  ;2664;7.12;N\A;2020;53;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Komatta Jiisan;40893;TV;13;1 min. per ep.;Kachidoki Studio;Manga;Adventure,Comedy,Drama,Romance,Slice of Life;N\A; None  ;4903;6.38;N\A;2020;1;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Doupo Cangqiong 4th Season;44412;ONA;24;24 min. per ep.;Motion Magic;Novel;Action,Adventure,Fantasy,Romance,Supernatural;Demons,Martial Arts; PG-13 - Teens 13 or older  ;476;8.02;N\A;2021;24;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Obake no Q-tarou;1547;TV;96;25 min. per ep.;Shin-Ei Animation;Manga;Comedy,Slice of Life,Supernatural;N\A; G - All Ages  ;5715;6.03;N\A;1965;25;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Glass no Kantai: La Legende du Vent de l'Univers Specials;5652;Special;2;24 min. per ep.;add some;Original;Adventure,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;5520;6.13;N\A;2007;24;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Fairy Tail x Rave;18393;OVA;1;25 min.;Satelight,A-1 Pictures;Manga;Action,Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;2551;7.15;Shounen;2013;25;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi;49297;Special;1;23 min.;Encourage Films;Light;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;5169;6.27;N\A;2021;23;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
One Piece Film: Strong World;4155;Movie;1;1 hr. 55 min.;Toei Animation;Manga;Action,Adventure,Comedy,Drama,Fantasy;N\A; PG-13 - Teens 13 or older  ;354;8.13;Shounen;2009;115;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
Mahou Shoujo Lyrical Nanoha ViVid;25939;TV;12;25 min. per ep.;A-1 Pictures;Manga;Action,Adventure;N\A; PG-13 - Teens 13 or older  ;3890;6.72;N\A;2015;25;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Ultraviolet: Code 044;4264;TV;12;24 min. per ep.;Madhouse;Other;Action,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;5991;5.84;N\A;2008;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
The iDOLM@STER;10278;TV;25;24 min. per ep.;A-1 Pictures;Game;Comedy,Drama;N\A; PG-13 - Teens 13 or older  ;1125;7.61;N\A;2011;24;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Wotaku ni Koi wa Muzukashii;35968;TV;11;22 min. per ep.;A-1 Pictures;Web;Comedy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;554;7.95;N\A;2018;22;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Midori-ko;9990;Movie;1;55 min.;add some;Original;Avant Garde,Drama;N\A; PG-13 - Teens 13 or older  ;5757;6.01;N\A;2011;55;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Cheer Danshi!!;32483;TV;12;24 min. per ep.;Brain's Base;Novel;Drama,Sports;N\A; PG-13 - Teens 13 or older  ;3985;6.68;N\A;2016;24;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Ao Haru Ride;21995;TV;12;23 min. per ep.;Production I.G;Manga;Drama,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1024;7.65;Shoujo;2014;23;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
Wind: A Breath of Heart OVA;547;OVA;3;29 min. per ep.;add some;Visual;Drama,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;5390;6.18;N\A;2004;29;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Tantei Opera Milky Holmes: Arsene Karei naru Yokubou;36827;Special;1;23 min.;J.C.Staff;Original;Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;3743;6.76;N\A;2017;23;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Princess Connect! Re:Dive;39292;TV;13;23 min. per ep.;CygamesPictures;Game;Action,Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;2912;7.04;N\A;2020;23;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Naruto: Shippuuden Movie 1;2472;Movie;1;1 hr. 34 min.;Studio Pierrot;Manga;Action,Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;2051;7.29;Shounen;2007;94;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
Tentou Mushi no Uta;6397;TV;104;25 min. per ep.;Tatsunoko Production;Manga;Drama,Slice of Life;N\A; G - All Ages  ;5127;6.29;N\A;1974;25;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Ixion Saga DT;14765;TV;25;24 min. per ep.;Brain's Base;Game;Action,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;2475;7.17;N\A;2012;24;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Choegang Top Plate;31211;TV;26;23 min. per ep.;add some;Original;Action,Comedy,Sports;N\A; G - All Ages  ;5449;6.15;Kids;2013;23;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to;39382;OVA;1;25 min.;LIDENFILMS;Manga;Fantasy,Mystery,Supernatural;N\A; PG-13 - Teens 13 or older  ;3671;6.79;Shoujo;2019;25;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
eX-Driver;377;OVA;6;25 min. per ep.;Actas,Production Reed;Original;Action,Adventure,Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;3943;6.69;Shounen;2000;25;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
Mobile Suit Gundam SEED Destiny;94;TV;50;24 min. per ep.;Sunrise;Original;Action,Drama,Romance,Sci-Fi;Mecha,Military,Space; R - 17+ (violence & profanity)  ;2367;7.2;N\A;2004;24;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Danchigai;30127;TV;12;3 min. per ep.;Creators in Pack;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;4484;6.52;N\A;2015;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Eiga Daisuki Pompo-san (Movie);41361;Movie;1;1 hr. 34 min.;CLAP;Web;Comedy,Drama;N\A; PG-13 - Teens 13 or older  ;462;8.03;N\A;2021;94;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Kenran Butou Sai: The Mars Daybreak;1086;TV;26;23 min. per ep.;Bones;Original;Adventure,Comedy,Romance,Sci-Fi;Mecha,Military; PG-13 - Teens 13 or older  ;2534;7.16;Shounen;2004;23;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Makasete Iruka!;2791;OVA;1;24 min.;CoMix Wave Films;Manga;Action,Comedy;N\A; G - All Ages  ;5443;6.16;N\A;2004;24;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
Kikou Ryohei Mellowlink;2048;OVA;12;24 min. per ep.;Sunrise;Original;Action,Sci-Fi;Mecha,Military; PG-13 - Teens 13 or older  ;2631;7.13;N\A;1988;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
IGPX: Immortal Grand Prix (2005) 2nd Season;1410;TV;13;24 min. per ep.;Production I.G;Original;Sci-Fi,Sports;N\A; PG-13 - Teens 13 or older  ;2115;7.27;Shounen;2006;24;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Natsu-iro no Sunadokei;622;OVA;2;30 min. per ep.;Picture Magic,Rikuentai;Visual;Drama,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4526;6.5;N\A;2004;30;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Prison School;30240;TV;12;24 min. per ep.;J.C.Staff;Manga;Comedy,Romance,Ecchi;N\A; R+ - Mild Nudity  ;1043;7.64;Seinen;2015;24;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
Macross II: Lovers Again;1262;OVA;6;24 min. per ep.;AIC;Original;Adventure,Sci-Fi;Mecha,Military,Space; PG-13 - Teens 13 or older  ;5057;6.31;Shounen;1992;24;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
Anne Happy♪;31080;TV;12;23 min. per ep.;SILVER LINK.;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;3144;6.96;N\A;2016;23;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Natsume Yuujinchou;4081;TV;13;24 min. per ep.;Brain's Base;Manga;Drama,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;192;8.32;Shoujo;2008;24;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
Megane na Kanojo;9335;OVA;4;14 min. per ep.;AIC Takarazuka;Manga;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;4074;6.66;Shounen;2010;14;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
Turn A Gundam;95;TV;50;24 min. per ep.;Sunrise,Nakamura Production;Original;Action,Adventure,Drama,Romance,Sci-Fi;Mecha,Military,Space; PG-13 - Teens 13 or older  ;923;7.71;N\A;1999;24;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Mirai Nikki;8460;OVA;1;8 min.;asread.;Manga;Action,Supernatural;N\A; R - 17+ (violence & profanity)  ;2293;7.22;Shounen;2010;8;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Hello!! Kiniro Mosaic;23269;TV;12;23 min. per ep.;Studio Gokumi;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1361;7.51;Seinen;2015;23;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
Morita-san wa Mukuchi. Specials;12921;Special;2;3 min. per ep.;Seven;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;4755;6.43;N\A;2012;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Sekaiichi Hatsukoi: Propose-hen;40314;Movie;1;21 min.;Studio Deen;Manga;Boys Love,Comedy,Drama,Romance;N\A; PG-13 - Teens 13 or older  ;1524;7.45;N\A;2020;21;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Tales of Symphonia The Animation: Sylvarant-hen;1731;OVA;4;32 min. per ep.;ufotable;Game;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;2515;7.16;N\A;2007;32;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Area no Kishi;11697;TV;37;25 min. per ep.;Shin-Ei Animation;Manga;Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;2401;7.19;Shounen;2012;25;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Lupin III: Fuuma Ichizoku no Inbou;1432;Movie;1;1 hr. 13 min.;Tokyo Movie Shinsha;Manga;Action,Adventure,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;2122;7.27;Seinen;1987;73;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
Ajin Part 3: Shougeki;30870;Movie;1;2 hr.;Polygon Pictures;Manga;Action,Horror,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;2195;7.25;Seinen;2016;120;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0
Chobits: Chibits;596;Special;1;6 min.;Madhouse;Manga;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;3095;6.98;N\A;2003;6;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Shingetsutan Tsukihime;169;TV;12;24 min. per ep.;J.C.Staff;Visual;Action,Horror,Mystery,Romance,Supernatural;Super Power,Vampire; R - 17+ (violence & profanity)  ;3430;6.86;N\A;2003;24;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Cinderella Girls Gekijou: Kayou Cinderella Theater;35346;ONA;13;1 min. per ep.;Gathering,Lesprit;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;4667;6.46;N\A;2017;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Suki na Mono wa Suki Dakara Shou ga Nai!!;1532;TV;12;24 min. per ep.;Zexcs;Visual;Boys Love,Comedy,Drama,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;4035;6.67;Shoujo;2005;24;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
Bai Yao Pu 2nd Season;44067;ONA;12;20 min. per ep.;Haoliners Animation League;Novel;Adventure,Fantasy,Mystery,Supernatural;N\A; PG-13 - Teens 13 or older  ;2847;7.06;N\A;2021;20;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Bobobo-bo Bo-bobo;1050;TV;76;25 min. per ep.;Toei Animation;Manga;Adventure,Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;1438;7.48;Shounen;2003;25;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Final Fantasy VII: Advent Children;317;Movie;1;1 hr. 41 min.;Square Enix;Game;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;857;7.74;N\A;2005;101;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Boukyaku no Senritsu;159;TV;24;23 min. per ep.;Gainax,J.C.Staff;Manga;Adventure,Fantasy,Horror,Sci-Fi,Supernatural;Mecha,Psychological,Space; PG-13 - Teens 13 or older  ;5036;6.32;Shounen;2004;23;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Xin Shen Bang: Nezha Chonsheng;44061;Movie;1;1 hr. 57 min.;Light Chaser Animation Studios;Original;Action,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;1904;7.33;N\A;2021;117;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Fate/Apocrypha Recaps;36729;Special;2;24 min. per ep.;A-1 Pictures;Light;Action,Drama,Fantasy,Supernatural;N\A; R - 17+ (violence & profanity)  ;4846;6.4;N\A;2017;24;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Unbelievable Space Love;49059;ONA;10;1 min. per ep.;add some;Original;Boys Love,Drama,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;3689;6.78;N\A;2018;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Anime Oyako Gekijou;2882;TV;26;24 min. per ep.;Tatsunoko Production;Original;Adventure,Fantasy,Sci-Fi;N\A; G - All Ages  ;5656;6.06;Kids;1981;24;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
Acchi Kocchi;12291;TV;12;25 min. per ep.;AIC;4-koma;Comedy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1404;7.49;N\A;2012;25;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
DearS;63;TV;12;23 min. per ep.;Daume;Manga;Comedy,Romance,Sci-Fi,Ecchi;N\A; R+ - Mild Nudity  ;4293;6.58;Shounen;2004;23;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
