sep=;
;Title;MAL Id;Type;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score
664;Tonikaku Kawaii;41389;TV;23 min. per ep.;['Seven Arcs'];Manga;['Comedy', 'Romance'];N\A;N\A;325;7.92
665;Cike Wu Liuqi;38409;ONA;14 min. per ep.;['add some'];Original;['Action', 'Comedy', 'Drama', 'Mystery', 'Romance'];['Martial Arts', 'Super Power'];N\A;2453;7.92
666;City Hunter;1470;TV;25 min. per ep.;['Sunrise'];Manga;['Action', 'Comedy', 'Mystery'];N\A;N\A;2196;7.92
667;Code Geass: Fukkatsu no Lelouch;34437;Movie;1 hr. 52 min.;['Sunrise'];Original;['Action', 'Drama', 'Sci-Fi'];['Mecha', 'Military', 'Super Power'];N\A;704;7.92
668;Detective Conan OVA 09: The Stranger in 10 Years...;6438;OVA;22 min.;['TMS Entertainment'];Manga;['Adventure', 'Comedy', 'Mystery'];N\A;N\A;4172;7.92
669;Hanasaku Iroha;9289;TV;24 min. per ep.;['P.A. Works'];Original;['Comedy', 'Drama', 'Slice of Life'];N\A;N\A;596;7.92
670;Kaleido Star;427;TV;23 min. per ep.;['Gonzo'];Original;['Comedy', 'Drama', 'Fantasy', 'Sports'];N\A;N\A;1997;7.92
671;Macross;1088;TV;25 min. per ep.;['Tatsunoko Production'];Original;['Action', 'Romance', 'Sci-Fi'];['Mecha', 'Military', 'Music', 'Space'];N\A;1747;7.92
672;Aria the Avvenire;29893;Special;21 min. per ep.;['TYO Animations'];Manga;['Fantasy', 'Sci-Fi', 'Slice of Life'];N\A;N\A;3777;7.91
673;Bungou Stray Dogs Wan!;42250;TV;11 min. per ep.;['Bones', 'Nomad'];Manga;['Comedy', 'Slice of Life', 'Supernatural'];N\A;N\A;1972;7.91
674;Drifters;31339;TV;23 min. per ep.;['Hoods Drifters Studio'];Manga;['Action', 'Adventure', 'Comedy', 'Fantasy'];['Historical', 'Samurai'];N\A;356;7.91
675;ef: A Tale of Memories.;2924;TV;24 min. per ep.;['Shaft'];Visual;['Drama', 'Mystery', 'Romance'];N\A;N\A;794;7.91
676;Ergo Proxy;790;TV;25 min. per ep.;['Manglobe'];Original;['Mystery', 'Sci-Fi'];N\A;N\A;296;7.91
677;Free!: Eternal Summer - Kindan no All Hard!;26213;Special;24 min.;['Kyoto Animation'];Original;['Comedy', 'Slice of Life'];N\A;N\A;1862;7.91
678;Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai;3014;Movie;59 min.;['Artland', 'Madhouse', 'Kitty Films', 'Kitty Film Mitaka Studio'];Novel;['Action', 'Sci-Fi'];['Military', 'Space'];N\A;3173;7.91
679;Hidamari Sketch x ☆☆☆;7062;TV;24 min. per ep.;['Shaft'];4-koma;['Comedy', 'Slice of Life'];N\A;N\A;3697;7.91
680;Higurashi no Naku Koro ni;934;TV;24 min. per ep.;['Studio Deen'];Visual;['Horror', 'Mystery', 'Supernatural', 'Suspense'];N\A;N\A;193;7.91
681;Ie Naki Ko Remy;2829;TV;23 min. per ep.;['Nippon Animation'];Novel;['Adventure', 'Drama', 'Slice of Life'];N\A;N\A;4298;7.91
682;Jormungand: Perfect Order;13331;TV;24 min. per ep.;['White Fox'];Manga;['Action', 'Adventure'];N\A;N\A;1090;7.91
683;Lupin III (2015);27947;TV;25 min. per ep.;['Telecom Animation Film'];Manga;['Action', 'Adventure', 'Comedy', 'Mystery'];N\A;N\A;2314;7.91
684;Ookiku Furikabutte;2159;TV;25 min. per ep.;['A-1 Pictures'];Manga;['Comedy', 'Sports'];N\A;N\A;1777;7.91
685;Saiunkoku Monogatari;957;TV;25 min. per ep.;['Madhouse'];Light;['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance'];N\A;N\A;1843;7.91
686;Sakigake!! Cromartie Koukou;114;TV;12 min. per ep.;['Production I.G'];Manga;N\A;N\A;N\A;1418;7.91
687;Shirokuma Cafe;12815;TV;24 min. per ep.;['Studio Pierrot'];Manga;['Comedy', 'Slice of Life'];N\A;N\A;1891;7.91
688;Tennis no Ouji-sama: Zenkoku Taikai-hen;995;OVA;23 min. per ep.;['M.S.C'];Manga;['Action', 'Comedy', 'Sports'];N\A;N\A;2803;7.91
689;Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal;2752;OVA;23 min. per ep.;['M.S.C'];Manga;['Action', 'Comedy', 'Sports'];N\A;N\A;3164;7.91
690;Ushio to Tora (TV) 2nd Season;31098;TV;24 min. per ep.;['MAPPA', 'Studio VOLN'];Manga;['Action', 'Adventure', 'Comedy', 'Supernatural'];N\A;N\A;1458;7.91
691;Vanitas no Karte;48580;TV;23 min. per ep.;['Bones'];Manga;N\A;['Historical', 'Vampire'];N\A;674;7.91
692;Wu Shan Wu Xing;37936;ONA;26 min. per ep.;['Nice Boat Animation', 'Samsara Animation Studio'];Original;['Action', 'Fantasy'];['Historical', 'Martial Arts'];N\A;2947;7.91
693;Yagate Kimi ni Naru;37786;TV;24 min. per ep.;['TROYCA'];Manga;['Drama', 'Girls Love', 'Romance'];N\A;N\A;699;7.91
694;Yuri!!! on Ice;32995;TV;23 min. per ep.;['MAPPA'];Original;['Comedy', 'Sports'];N\A;N\A;170;7.91
695;Zoku Sayonara Zetsubou Sensei;3228;TV;25 min. per ep.;['Shaft'];Manga;N\A;['Parody', 'School'];N\A;1439;7.91
696;School Rumble;24;TV;23 min. per ep.;['Studio Comet'];Manga;['Comedy', 'Romance'];N\A;N\A;597;7.90
697;Sekaiichi Hatsukoi OVA;8063;OVA;21 min. per ep.;['Studio Deen'];Manga;['Boys Love', 'Comedy', 'Drama', 'Romance'];N\A;N\A;2211;7.90
698;Shijou Saikyou no Deshi Kenichi OVA;11813;OVA;27 min. per ep.;"[""Brain's Base""]";Manga;['Action', 'Comedy'];['Martial Arts', 'School'];N\A;2522;7.90
699;Terra e... (TV);2158;TV;24 min. per ep.;['Tokyo Kids', 'Minami Machi Bugyousho'];Manga;['Action', 'Drama', 'Sci-Fi'];['Military', 'Space'];N\A;2397;7.90
700;Beastars;39195;TV;22 min. per ep.;['Orange'];Manga;['Drama', 'Slice of Life'];['Psychological', 'School'];N\A;213;7.90
701;Bungou Stray Dogs: Dead Apple;34944;Movie;1 hr. 30 min.;['Bones'];Manga;['Action', 'Comedy', 'Mystery', 'Supernatural'];N\A;N\A;926;7.90
702;Carole & Tuesday;37435;TV;22 min. per ep.;['Bones'];Original;['Drama', 'Sci-Fi'];N\A;N\A;656;7.90
703;Date A Live II: Kurumi Star Festival;22961;OVA;29 min.;['Production IMS'];Light;['Romance', 'Slice of Life'];N\A;N\A;1194;7.90
704;Death Billiards;14353;Movie;25 min.;['Madhouse'];Original;['Drama', 'Mystery', 'Suspense'];['Game', 'Psychological'];N\A;871;7.90
705;Gake no Ue no Ponyo;2890;Movie;1 hr. 40 min.;['Studio Ghibli'];Original;['Adventure', 'Fantasy'];N\A;N\A;365;7.90
706;Gakuen Babysitters;35222;TV;23 min. per ep.;"[""Brain's Base""]";Manga;['Comedy', 'Slice of Life'];N\A;N\A;710;7.90
707;Ginga Sengoku Gunyuuden Rai;3907;TV;25 min. per ep.;['E&G Films'];Manga;['Adventure', 'Romance', 'Sci-Fi'];N\A;N\A;4808;7.90
708;Jigoku Shoujo Futakomori;1594;TV;25 min. per ep.;['Studio Deen'];Original;['Horror', 'Mystery', 'Supernatural'];N\A;N\A;1237;7.90
709;Kami nomi zo Shiru Sekai II;10080;TV;23 min. per ep.;['Manglobe'];Manga;['Comedy', 'Romance', 'Supernatural'];N\A;N\A;492;7.90
710;Karigurashi no Arrietty;7711;Movie;1 hr. 34 min.;['Studio Ghibli'];Novel;N\A;N\A;N\A;647;7.90
711;Kono Oto Tomare!;38080;TV;23 min. per ep.;['Platinum Vision'];Manga;['Drama', 'Romance'];['Music', 'School'];N\A;831;7.90
712;Macross F;3572;TV;24 min. per ep.;['Satelight'];Original;['Action', 'Romance', 'Sci-Fi'];['Mecha', 'Military', 'Music', 'Space'];N\A;1319;7.90
713;Beastars 2nd Season;40935;TV;22 min. per ep.;['Orange'];Manga;['Drama', 'Slice of Life'];['Psychological', 'School'];N\A;539;7.89
714;Code Geass: Hangyaku no Lelouch I - Koudou;34438;Movie;2 hr. 15 min.;['Sunrise'];Original;['Action', 'Sci-Fi'];['Mecha', 'Military', 'School', 'Super Power'];N\A;1880;7.89
715;Douluo Dalu: Xiaowu Fuhuo;50364;ONA;20 min. per ep.;['Sparkly Key Animation Studio'];Novel;['Action', 'Adventure', 'Fantasy', 'Romance'];['Historical', 'Martial Arts'];N\A;9248;7.89
716;Inochi no Tabekata;42076;N\A;3 min.;['add some'];Music;['Horror', 'Supernatural'];N\A;N\A;8620;7.89
717;Mahou Shoujo Lyrical Nanoha: The Movie 1st;4985;Movie;2 hr. 10 min.;['Seven Arcs'];Original;['Action', 'Comedy', 'Drama', 'Sci-Fi'];N\A;N\A;3445;7.89
718;Megalo Box;36563;TV;24 min. per ep.;['TMS Entertainment'];Original;['Action', 'Drama', 'Sci-Fi', 'Sports'];N\A;N\A;389;7.89
719;Mobile Suit Zeta Gundam;85;TV;24 min. per ep.;['Sunrise'];Original;['Drama', 'Romance', 'Sci-Fi'];['Mecha', 'Military', 'Space'];N\A;2278;7.89
720;One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken;36215;Special;1 hr. 46 min.;['Toei Animation'];Manga;['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy'];N\A;N\A;3362;7.89
721;Sekaiichi Hatsukoi 2;11123;TV;24 min. per ep.;['Studio Deen'];Manga;['Boys Love', 'Comedy', 'Drama', 'Romance'];N\A;N\A;1271;7.89
722;Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai;20371;Movie;50 min.;['Studio Deen'];Light;['Boys Love', 'Comedy', 'Drama', 'Romance'];N\A;N\A;2341;7.89
723;Tiger & Bunny;9941;TV;24 min. per ep.;['Sunrise'];Original;['Action', 'Comedy', 'Mystery'];N\A;N\A;923;7.89
724;Vampire Hunter D (2000);543;Movie;1 hr. 42 min.;['Madhouse'];Light;['Action', 'Drama', 'Fantasy', 'Horror', 'Romance', 'Sci-Fi'];N\A;N\A;1230;7.89
725;Zan Sayonara Zetsubou Sensei;6377;TV;23 min. per ep.;['Shaft'];Manga;N\A;['Parody', 'School'];N\A;1708;7.89
726;Mobile Suit Gundam: Hathaway's Flash;37765;Movie;1 hr. 35 min.;['Sunrise'];Novel;['Action', 'Drama', 'Sci-Fi'];['Mecha', 'Military', 'Space'];N\A;3908;7.88
727;One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai;25161;Special;1 hr. 47 min.;['Toei Animation'];Manga;['Adventure', 'Comedy', 'Fantasy'];N\A;N\A;2009;7.88
728;Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu;6007;OVA;23 min.;"[""Brain's Base"", 'Marvy Jack']";Light;['Adventure', 'Fantasy', 'Romance'];N\A;N\A;1210;7.88
729;Sayonara Zetsubou Sensei;2605;TV;24 min. per ep.;['Shaft'];Manga;N\A;['Parody', 'School'];N\A;569;7.88
730;Seitokai Yakuindomo* OVA;26123;OVA;25 min. per ep.;['GoHands'];4-koma;['Comedy', 'Slice of Life'];N\A;N\A;2095;7.88
731;Space☆Dandy;20057;TV;24 min. per ep.;['Bones'];Original;['Comedy', 'Sci-Fi'];N\A;N\A;576;7.88
732;Tennis no Ouji-sama;22;TV;22 min. per ep.;['Trans Arts'];Manga;['Action', 'Comedy', 'Sports'];N\A;N\A;1144;7.88
733;There She Is!!;6505;ONA;5 min. per ep.;['add some'];Unknown;['Comedy', 'Romance'];N\A;N\A;3837;7.88
734;Beelzebub;9513;TV;24 min. per ep.;['Pierrot Plus'];Manga;['Action', 'Comedy', 'Supernatural'];['Demons', 'School'];N\A;321;7.88
735;Berserk: Ougon Jidai-hen II - Doldrey Kouryaku;12113;Movie;1 hr. 32 min.;['Studio 4°C'];Manga;['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural'];['Demons', 'Military'];N\A;1036;7.88
736;Blue Period;46352;TV;23 min. per ep.;['Seven Arcs'];Manga;['Drama', 'Slice of Life'];N\A;N\A;604;7.88
737;Carnival Phantasm;10012;OVA;14 min. per ep.;['Lerche'];Manga;['Comedy', 'Supernatural'];N\A;N\A;1050;7.88
738;Detective Conan Movie 02: The Fourteenth Target;780;Movie;1 hr. 39 min.;['TMS Entertainment'];Manga;['Adventure', 'Comedy', 'Mystery'];N\A;N\A;2430;7.88
739;Hoozuki no Reitetsu 2nd Season;35075;TV;23 min. per ep.;['Studio Deen'];Manga;['Comedy', 'Fantasy', 'Supernatural'];N\A;N\A;2832;7.88
740;Initial D Third Stage;187;Movie;1 hr. 45 min.;['Studio Deen'];Manga;['Action', 'Drama', 'Romance', 'Sports'];N\A;N\A;1282;7.88
741;Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon Desu;49893;Special;23 min.;['Kyoto Animation'];Manga;['Comedy', 'Fantasy', 'Slice of Life'];N\A;N\A;2890;7.88
742;Lupin III vs. Detective Conan: The Movie;18429;Movie;1 hr. 48 min.;['TMS Entertainment'];Unknown;['Action', 'Comedy', 'Mystery'];N\A;N\A;3549;7.88
743;Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie;15039;Movie;1 hr. 39 min.;['A-1 Pictures'];Original;['Drama', 'Slice of Life', 'Supernatural'];N\A;N\A;712;7.87
744;Bishoujo Senshi Sailor Moon S;532;TV;24 min. per ep.;['Toei Animation'];Manga;['Drama', 'Romance'];N\A;N\A;1375;7.87
745;Durarara!! Specials;8408;Special;23 min. per ep.;"[""Brain's Base""]";Light;['Action', 'Comedy', 'Supernatural'];N\A;N\A;1174;7.87
746;Gekkan Shoujo Nozaki-kun;23289;TV;24 min. per ep.;['Doga Kobo'];4-koma;['Comedy', 'Romance'];N\A;N\A;154;7.87
747;Grisaia no Meikyuu: Caprice no Mayu 0;29093;Special;47 min.;['8bit'];Visual;N\A;N\A;N\A;918;7.87
748;High☆Speed! Movie: Free! Starting Days;30415;Movie;1 hr. 50 min.;['Kyoto Animation'];Light;['Comedy', 'Drama', 'Slice of Life', 'Sports'];N\A;N\A;1917;7.87
749;Kokoro ga Sakebitagatterunda.;28725;Movie;1 hr. 59 min.;['A-1 Pictures'];Original;['Drama', 'Romance'];N\A;N\A;649;7.87
750;Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna;30745;Special;4 min.;['Kyoto Animation'];Light;N\A;N\A;N\A;2470;7.87
751;Noragami: Aragoto OVA;30885;OVA;23 min. per ep.;['Bones'];Manga;['Action', 'Adventure', 'Comedy', 'Supernatural'];N\A;N\A;809;7.87
752;Osomatsu-san Movie;38201;Movie;1 hr. 48 min.;['Studio Pierrot'];Manga;N\A;N\A;N\A;5001;7.87
753;Tentai Senshi Sunred 2nd Season;6582;TV;13 min. per ep.;['AIC ASTA'];Manga;N\A;['Parody', 'Super Power'];N\A;6164;7.87
754;Top wo Nerae! Gunbuster;949;OVA;30 min. per ep.;['Gainax'];Original;['Action', 'Comedy', 'Drama', 'Sci-Fi'];['Mecha', 'Military', 'Space'];N\A;1571;7.87
755;Musekinin Kanchou Tylor;569;TV;23 min. per ep.;['Tatsunoko Production'];Light;['Comedy', 'Sci-Fi'];['Military', 'Parody', 'Space'];N\A;2778;7.86
756;Shingeki no Kyojin OVA;18397;OVA;23 min. per ep.;['Wit Studio'];Manga;['Action', 'Drama', 'Fantasy'];N\A;N\A;454;7.86
757;Tanaka-kun wa Itsumo Kedaruge;32093;TV;24 min. per ep.;['SILVER LINK.'];Web;['Comedy', 'Slice of Life'];N\A;N\A;445;7.86
758;Uchouten Kazoku;17909;TV;24 min. per ep.;['P.A. Works'];Novel;['Comedy', 'Drama', 'Fantasy', 'Slice of Life'];N\A;N\A;1217;7.86
759;Yuru Yuri Nachuyachumi!;23225;OVA;1 hr. 3 min.;['TYO Animations'];Manga;['Comedy', 'Girls Love', 'Slice of Life'];N\A;N\A;2200;7.86
760;Aggressive Retsuko (ONA) 3rd Season;40215;ONA;16 min. per ep.;['Fanworks'];Other;['Comedy', 'Slice of Life'];N\A;N\A;2274;7.86
761;Douluo Dalu;37150;ONA;20 min. per ep.;['Sparkly Key Animation Studio'];Novel;['Action', 'Adventure', 'Fantasy', 'Romance'];['Historical', 'Martial Arts'];N\A;4010;7.86
762;Flanders no Inu (Movie);2623;Movie;1 hr. 42 min.;['Nippon Animation'];Novel;N\A;N\A;N\A;4119;7.86
763;Golden Kamuy;36028;TV;23 min. per ep.;['Geno Studio'];Manga;['Action', 'Adventure'];N\A;N\A;628;7.86
764;Hanasaku Iroha Movie: Home Sweet Home;14175;Movie;1 hr. 6 min.;['P.A. Works'];Original;['Comedy', 'Drama', 'Slice of Life'];N\A;N\A;1938;7.86
765;Id:Invaded;40046;TV;24 min. per ep.;['NAZ'];Original;['Mystery', 'Sci-Fi'];['Police', 'Psychological'];N\A;661;7.86
766;Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari;429;OVA;50 min.;['Gonzo'];Original;['Comedy', 'Drama'];N\A;N\A;4825;7.86
767;Kara no Kyoukai 4: Garan no Dou;4280;Movie;46 min.;['ufotable'];Light;['Action', 'Mystery', 'Supernatural', 'Suspense'];N\A;N\A;972;7.86
768;Les Misérables: Shoujo Cosette;1695;TV;24 min. per ep.;['Nippon Animation'];Novel;['Drama', 'Slice of Life'];N\A;N\A;3695;7.86
769;Lupin the IIIrd: Chikemuri no Ishikawa Goemon;34021;Movie;53 min.;['Telecom Animation Film'];Manga;['Action', 'Adventure', 'Drama'];N\A;N\A;3251;7.86
770;Magi: Sinbad no Bouken (TV);31741;TV;24 min. per ep.;['Lay-duce'];Manga;['Action', 'Adventure', 'Fantasy'];N\A;N\A;412;7.86
771;Magic Kaito 1412;25517;TV;24 min. per ep.;['A-1 Pictures'];Manga;['Adventure', 'Comedy', 'Romance'];N\A;N\A;1555;7.86
772;Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza;24921;Movie;1 hr. 45 min.;['SANZIGEN'];Manga;['Action', 'Sci-Fi'];N\A;N\A;3452;7.85
773;Densetsu Kyojin Ideon: Hatsudou-hen;2761;Movie;1 hr. 38 min.;['Sunrise'];Original;['Drama', 'Sci-Fi'];['Mecha', 'Space'];N\A;6007;7.85
774;Detective Conan Movie 01: The Timed Skyscraper;779;Movie;1 hr. 34 min.;['TMS Entertainment'];Manga;['Adventure', 'Comedy', 'Mystery'];N\A;N\A;2268;7.85
775;Hoozuki no Reitetsu 2nd Season: Sono Ni;37029;TV;23 min. per ep.;['Studio Deen'];Manga;['Comedy', 'Fantasy', 'Supernatural'];N\A;N\A;3705;7.85
776;Hoozuki no Reitetsu OVA;24471;OVA;26 min. per ep.;['Studio Deen', 'Wit Studio'];Manga;['Comedy', 'Fantasy', 'Supernatural'];N\A;N\A;4527;7.85
777;InuYasha;249;TV;24 min. per ep.;['Sunrise'];Manga;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural'];['Demons', 'Historical'];N\A;215;7.85
778;K-On!;5680;TV;24 min. per ep.;['Kyoto Animation'];4-koma;['Comedy', 'Slice of Life'];['Music', 'School'];N\A;122;7.85
779;Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!;32380;OVA;23 min.;['Studio Deen'];Light;['Adventure', 'Comedy', 'Fantasy', 'Supernatural'];N\A;N\A;519;7.85
780;Princess Connect! Re:Dive Season 2;42670;TV;23 min. per ep.;['CygamesPictures'];Game;['Action', 'Adventure', 'Comedy', 'Fantasy'];N\A;N\A;2032;7.85
781;Seihou Bukyou Outlaw Star;400;TV;25 min. per ep.;['Sunrise'];Manga;['Action', 'Adventure', 'Comedy', 'Sci-Fi'];N\A;N\A;1311;7.85
782;Seitokai Yakuindomo Movie;34504;Movie;1 hr.;['GoHands'];4-koma;['Comedy', 'Slice of Life'];N\A;N\A;2534;7.85
783;Seto no Hanayome OVA;4163;OVA;30 min. per ep.;['Gonzo'];Manga;['Comedy', 'Romance'];['Parody', 'School'];N\A;2576;7.85
784;Michiko to Hatchin;4087;TV;22 min. per ep.;['Manglobe'];Original;['Action', 'Adventure'];N\A;N\A;1061;7.84
785;Non Non Biyori Repeat: Hotaru ga Tanoshinda;32547;OVA;24 min.;['SILVER LINK.'];Manga;['Comedy', 'Slice of Life'];N\A;N\A;2816;7.84
786;Paradise Kiss;322;TV;24 min. per ep.;['Madhouse'];Manga;['Comedy', 'Drama', 'Romance', 'Slice of Life'];N\A;N\A;996;7.84
787;Planetarian: Hoshi no Hito;33190;Movie;1 hr. 57 min.;['David Production'];Visual;['Drama', 'Sci-Fi'];N\A;N\A;2848;7.84
788;Soul Eater;3588;TV;23 min. per ep.;['Bones'];Manga;['Action', 'Comedy', 'Fantasy', 'Supernatural'];N\A;N\A;54;7.84
789;Suzumiya Haruhi no Yuuutsu;849;TV;23 min. per ep.;['Kyoto Animation'];Light;['Comedy', 'Mystery', 'Sci-Fi', 'Slice of Life'];['Parody', 'School'];N\A;149;7.84
790;Tasogare Otome x Amnesia;12445;TV;23 min. per ep.;['SILVER LINK.'];Manga;['Horror', 'Mystery', 'Romance', 'Supernatural'];N\A;N\A;491;7.84
791;Urusei Yatsura 2: Beautiful Dreamer;1921;Movie;1 hr. 37 min.;['Studio Pierrot'];Manga;['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi'];N\A;N\A;4587;7.84
792;Working'!!;10521;TV;24 min. per ep.;['A-1 Pictures'];4-koma;['Comedy', 'Romance', 'Slice of Life'];N\A;N\A;780;7.84
793;Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV);35507;TV;24 min. per ep.;['Lerche'];Light;N\A;['Psychological', 'School'];N\A;148;7.84
794;Yume-iro Pâtissière;6586;TV;24 min. per ep.;['Studio Pierrot', 'Studio Hibari'];Manga;N\A;N\A;N\A;2072;7.84
795;Yuru Yuri♪♪;12403;TV;23 min. per ep.;['Doga Kobo'];Manga;['Comedy', 'Girls Love', 'Slice of Life'];N\A;N\A;1110;7.84
796;Aria the Crepuscolo;41674;Movie;1 hr.;['J.C.Staff'];Manga;['Fantasy', 'Sci-Fi', 'Slice of Life'];N\A;N\A;5875;7.84
797;Bleach;269;TV;24 min. per ep.;['Studio Pierrot'];Manga;['Action', 'Adventure', 'Comedy', 'Supernatural'];N\A;N\A;40;7.84
798;Break Blade 4: Sanka no Chi;9465;Movie;49 min.;['Production I.G', 'Xebec'];Manga;['Action', 'Fantasy'];['Mecha', 'Military'];N\A;2437;7.84
799;Danshi Koukousei no Nichijou Specials;12893;Special;3 min. per ep.;['Sunrise'];Web;['Comedy', 'Slice of Life'];N\A;N\A;1440;7.84
800;Detective Conan Movie 22: Zero the Enforcer;35798;Movie;1 hr. 50 min.;['TMS Entertainment'];Manga;['Action', 'Drama', 'Mystery'];N\A;N\A;3774;7.84
801;Detective Conan Movie 23: The Fist of Blue Sapphire;38770;Movie;1 hr. 49 min.;['TMS Entertainment'];Manga;['Action', 'Comedy', 'Drama', 'Mystery'];N\A;N\A;3914;7.84
802;Dramaturgy;39164;N\A;4 min.;['add some'];Original;N\A;N\A;N\A;7783;7.84
803;Eikoku Koi Monogatari Emma: Molders-hen;2035;TV;25 min. per ep.;['Ajia-Do'];Manga;['Drama', 'Romance', 'Slice of Life'];N\A;N\A;3798;7.84
804;Gungrave;267;TV;25 min. per ep.;['Madhouse'];Game;['Action', 'Drama', 'Sci-Fi'];N\A;N\A;1081;7.84
805;Igano Kabamaru;2762;TV;23 min. per ep.;['Group TAC'];Manga;['Action', 'Adventure', 'Comedy', 'Romance'];N\A;N\A;5483;7.84
806;Jibaku Shounen Hanako-kun;39534;TV;24 min. per ep.;['Lerche'];Manga;['Comedy', 'Supernatural'];N\A;N\A;375;7.84
807;K-On!!: Keikaku!;9734;Special;23 min.;['Kyoto Animation'];Original;['Comedy', 'Slice of Life'];['Music', 'School'];N\A;1538;7.84
808;K-On!: Live House!;6862;Special;23 min.;['Kyoto Animation'];4-koma;['Comedy', 'Slice of Life'];['Music', 'School'];N\A;1272;7.84
809;Mahoujin Guruguru (2017);34745;TV;24 min. per ep.;['Production I.G'];Manga;['Adventure', 'Comedy', 'Fantasy'];N\A;N\A;3380;7.84
810;91 Days;32998;TV;24 min. per ep.;['Shuka'];Original;['Action', 'Drama'];N\A;N\A;263;7.83
811;Akachan to Boku;1485;TV;25 min. per ep.;['Studio Pierrot'];Manga;['Comedy', 'Drama'];N\A;N\A;4105;7.83
812;Capeta;388;TV;23 min. per ep.;['Studio Comet'];Manga;N\A;N\A;N\A;3823;7.83
813;Goku Sayonara Zetsubou Sensei;4872;OVA;25 min. per ep.;['Shaft'];Manga;N\A;['Parody', 'School'];N\A;2306;7.83
814;Hidamari Sketch x 365;3604;TV;24 min. per ep.;['Shaft'];4-koma;['Comedy', 'Slice of Life'];N\A;N\A;3437;7.83
815;Kuroko no Basket: Tip Off;16916;Special;25 min.;['Production I.G'];Manga;['Comedy', 'Sports'];N\A;N\A;1768;7.83
816;Little Witch Academia (TV);33489;TV;24 min. per ep.;['Trigger'];Original;['Adventure', 'Comedy', 'Fantasy'];N\A;N\A;300;7.83
817;Lupin III: The First;40082;Movie;1 hr. 32 min.;['TMS Entertainment', 'Marza Animation Planet'];Manga;['Action', 'Adventure', 'Comedy', 'Mystery'];N\A;N\A;3814;7.83
818;New Initial D Movie: Legend 3 - Mugen;30952;Movie;1 hr.;['SANZIGEN', 'LIDENFILMS'];Manga;N\A;N\A;N\A;3972;7.83
819;Psycho-Pass 3: First Inspector;40858;Movie;46 min. per ep.;['Production I.G'];Original;['Action', 'Sci-Fi'];['Police', 'Psychological'];N\A;2104;7.83
820;Oniisama e...;795;TV;25 min. per ep.;['Tezuka Productions'];Manga;['Drama', 'Girls Love'];['Psychological', 'School'];N\A;3022;7.82
821;Owarimonogatari 2nd Season Recaps;36796;Special;25 min. per ep.;['Shaft'];Light;['Comedy', 'Mystery', 'Supernatural'];N\A;N\A;3907;7.82
822;Saint☆Oniisan (Movie);15771;Movie;1 hr. 29 min.;['A-1 Pictures'];Manga;['Comedy', 'Slice of Life'];N\A;N\A;1896;7.82
823;Saiyuuki Gaiden;9088;OVA;30 min. per ep.;['Anpro'];Manga;['Action', 'Adventure', 'Drama', 'Fantasy'];N\A;N\A;4988;7.82
824;Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin;49200;ONA;22 min.;['Studio LAN'];Original;['Drama', 'Fantasy'];N\A;N\A;4673;7.82
825;Slayers Try;1172;TV;23 min. per ep.;['E&G Films'];Light;['Adventure', 'Comedy', 'Fantasy'];N\A;N\A;2544;7.82
826;Somali to Mori no Kamisama;39575;TV;23 min. per ep.;['Satelight', 'HORNETS'];Web;['Adventure', 'Drama', 'Fantasy', 'Slice of Life'];N\A;N\A;776;7.82
827;Yi Nian Yong Heng;41923;ONA;19 min. per ep.;['B.CMAY PICTURES'];Novel;['Action', 'Comedy', 'Fantasy'];['Historical', 'Martial Arts'];N\A;6145;7.82
828;Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii;34375;Movie;47 min.;['Studio Gokumi'];Light;['Drama', 'Fantasy', 'Slice of Life'];N\A;N\A;4900;7.82
829;Yuusha-Ou GaoGaiGar;890;TV;25 min. per ep.;['Sunrise'];Original;['Adventure', 'Sci-Fi'];N\A;N\A;4240;7.82
830;Baby Steps;21185;TV;24 min. per ep.;['Studio Pierrot'];Manga;['Romance', 'Sports'];N\A;N\A;1327;7.82
